year,Gear,Source,Mgmt_area,Spp_cde,length,weight,age,Sex,Maturity
1996,Longline,Survey,NSEI,710,79,5.22,15,Female,1
1998,Longline,Survey,NSEI,710,52,NA,NA,NA,NA
1996,Longline,Survey,NSEI,710,58,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,52,NA,NA,NA,NA
1996,Longline,Survey,NSEI,710,60,NA,NA,NA,NA
1996,Longline,Survey,NSEI,710,60,NA,NA,NA,NA
1996,Longline,Survey,NSEI,710,60,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,69,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,69,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,69,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,65,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,70,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,70,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,77,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,74,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,70,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,73,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,74,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,86,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,58,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,66,3,NA,Male,1
1997,Longline,Survey,NSEI,710,63,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,72,4.5,9,Female,1
1994,Longline,Survey,NSEI,710,66,NA,NA,NA,NA
1994,Longline,Survey,NSEI,710,66,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,58,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,73,NA,NA,NA,NA
2002,Longline,Survey,NSEI,710,64,3.2,13,Male,1
1998,Longline,Survey,NSEI,710,103,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,58,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,73,NA,NA,NA,NA
1986,Longline,Survey,NSEI,710,57.1,NA,NA,NA,NA
1986,Longline,Survey,NSEI,710,58.7,NA,NA,NA,NA
1986,Longline,Survey,NSEI,710,63.6,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,71.5,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,72,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,80,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,67,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,66,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,57,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
2005,Longline,Survey,NSEI,710,63,2.7,NA,Male,1
2005,Longline,Survey,NSEI,710,58,2.1,6,Male,1
2005,Longline,Survey,NSEI,710,67,3.6,10,Male,1
1995,Longline,Survey,NSEI,710,72,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,74,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,63,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,79,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,65,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,85,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,65,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,81,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,86,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,87,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,77,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,55,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,76,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,60,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,49,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,55,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,59,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,60,NA,NA,NA,NA
2015,Longline,Survey,NSEI,710,66,3.2,10,Female,0
2015,Longline,Survey,NSEI,710,60,2.4,13,Male,0
2015,Longline,Survey,NSEI,710,76,4.9,13,Female,1
2014,Longline,Survey,NSEI,710,60,2.2,17,Male,1
2015,Longline,Survey,NSEI,710,70,4.1,11,Female,1
1993,Longline,Survey,NSEI,710,85,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,51,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,85,NA,NA,NA,NA
1994,Longline,Survey,NSEI,710,67,NA,NA,NA,NA
2015,Longline,Survey,NSEI,710,65,3.1,14,Male,1
2015,Longline,Survey,NSEI,710,73,4.1,19,Male,1
1993,Longline,Survey,NSEI,710,89,NA,NA,NA,NA
1996,Longline,Survey,NSEI,710,64,2.72,10,Male,1
2006,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
2006,Longline,Survey,NSEI,710,72,4.6000000000000005,9,Female,1
2006,Longline,Survey,NSEI,710,70,3.5,15,Female,1
2006,Longline,Survey,NSEI,710,74,4.6000000000000005,10,Female,1
1998,Longline,Survey,NSEI,710,61.5,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,53,NA,NA,NA,NA
2006,Longline,Survey,NSEI,710,66,3.4,15,Male,1
2015,Longline,Survey,NSEI,710,72,NA,NA,NA,NA
2015,Longline,Survey,NSEI,710,67,NA,NA,NA,NA
2015,Longline,Survey,NSEI,710,51,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,75,NA,NA,NA,NA
2015,Longline,Survey,NSEI,710,70,NA,NA,NA,NA
2010,Longline,Survey,NSEI,710,70,NA,NA,NA,NA
2010,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
2010,Longline,Survey,NSEI,710,67,NA,NA,NA,NA
2010,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
2015,Longline,Survey,NSEI,710,70,3.6,40,Male,1
2015,Longline,Survey,NSEI,710,65,2.9,17,Male,1
2015,Longline,Survey,NSEI,710,59,2.1,6,Male,1
2015,Longline,Survey,NSEI,710,71,3.9,16,Female,1
2015,Longline,Survey,NSEI,710,71,4.2,7,Female,0
2015,Longline,Survey,NSEI,710,76,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,75,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,49,NA,NA,NA,NA
1996,Longline,Survey,NSEI,710,56,NA,NA,NA,NA
1996,Longline,Survey,NSEI,710,56,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,61,NA,15,Male,1
1993,Longline,Survey,NSEI,710,68,NA,9,Male,1
1999,Longline,Survey,NSEI,710,70,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,57,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,48,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,50,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,57,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,53,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,82,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,72,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,56,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,61,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,56,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,64,NA,14,Male,1
1996,Longline,Survey,NSEI,710,60,NA,NA,NA,NA
1996,Longline,Survey,NSEI,710,61,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,57,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,91,NA,NA,NA,NA
1996,Longline,Survey,NSEI,710,68,NA,NA,NA,NA
1996,Longline,Survey,NSEI,710,68,NA,NA,NA,NA
1996,Longline,Survey,NSEI,710,68,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,96,NA,NA,NA,NA
1996,Longline,Survey,NSEI,710,69,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,56,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,55,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,54,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,66,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,60,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,67,NA,NA,NA,NA
2005,Longline,Survey,NSEI,710,80,5.8,26,Female,1
1996,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
1996,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,57,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,57,NA,NA,NA,NA
2010,Longline,Survey,NSEI,710,73,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,58,NA,NA,NA,NA
1994,Longline,Survey,NSEI,710,67,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,56,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,50,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,44,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,68,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,60,NA,NA,NA,NA
2009,Longline,Survey,NSEI,710,97,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,66,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,72,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,72,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,72,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,72,NA,NA,NA,NA
1988,Longline,Survey,NSEI,710,66.3,NA,NA,NA,NA
1988,Longline,Survey,NSEI,710,69.3,NA,NA,NA,NA
1988,Longline,Survey,NSEI,710,67,NA,NA,NA,NA
1988,Longline,Survey,NSEI,710,71.8,NA,NA,NA,NA
1988,Longline,Survey,NSEI,710,68.1,NA,NA,NA,NA
1988,Longline,Survey,NSEI,710,64.2,NA,NA,NA,NA
1988,Longline,Survey,NSEI,710,63.1,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,74,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,74,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,74,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,74,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,74,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,75,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,76,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,76,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,76,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,76,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,76,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,77,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,77,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,78,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,56,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,78,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,79,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,79,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,81,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,83,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,84,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,85,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,85,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,86,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,87,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,88,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,89,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,92,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,75,4.8,23,Male,1
1999,Longline,Survey,NSEI,710,73,4.5,33,Male,1
2016,Longline,Survey,NSEI,710,52,NA,NA,NA,NA
2016,Longline,Survey,NSEI,710,68,NA,NA,NA,NA
2016,Longline,Survey,NSEI,710,78,NA,NA,NA,NA
2016,Longline,Survey,NSEI,710,63,NA,NA,NA,NA
2016,Longline,Survey,NSEI,710,64,2.7,7,Female,1
2016,Longline,Survey,NSEI,710,66,3,11,Female,1
2016,Longline,Survey,NSEI,710,64,NA,NA,NA,NA
2016,Longline,Survey,NSEI,710,57,NA,NA,NA,NA
2016,Longline,Survey,NSEI,710,69,NA,NA,NA,NA
2016,Longline,Survey,NSEI,710,62,2.5,6,Female,0
2016,Longline,Survey,NSEI,710,67,3.4,14,Female,1
2016,Longline,Survey,NSEI,710,76,5.1000000000000005,17,Female,1
2016,Longline,Survey,NSEI,710,72,3.9,32,Male,1
2016,Longline,Survey,NSEI,710,72,4.2,5,Female,1
2016,Longline,Survey,NSEI,710,67,3.2,51,Male,1
2016,Longline,Survey,NSEI,710,59,2.5,10,Female,1
2016,Longline,Survey,NSEI,710,66,NA,NA,NA,NA
2016,Longline,Survey,NSEI,710,56,2,10,Male,1
2016,Longline,Survey,NSEI,710,62,2.7,12,Male,1
1999,Longline,Survey,NSEI,710,67,NA,NA,NA,NA
1996,Longline,Survey,NSEI,710,70,NA,NA,NA,NA
1996,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
1996,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,63,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,52,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,95,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,100,NA,NA,NA,NA
2011,Longline,Survey,NSEI,710,80,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,67,NA,NA,NA,NA
2007,Longline,Survey,NSEI,710,70,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,66.5,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,70,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,74,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,66,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,60,NA,NA,NA,NA
2007,Longline,Survey,NSEI,710,72,4.5,7,Female,1
2007,Longline,Survey,NSEI,710,61,2.6,11,Male,1
2007,Longline,Survey,NSEI,710,78,5.2,30,Female,1
1993,Longline,Survey,NSEI,710,78,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,84,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,84,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,82,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,82,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,89,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,82,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,68,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,48,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,52,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,52,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,57,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,65,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,78,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,61,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,101,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,56,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,56,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,57,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,58,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,58,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,59,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,60,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,60,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,64,NA,NA,NA,NA
2010,Longline,Survey,NSEI,710,63,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,73,NA,NA,NA,NA
2010,Longline,Survey,NSEI,710,62,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,58,NA,NA,NA,NA
1996,Longline,Survey,NSEI,710,70,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,60,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,78,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,69,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,67,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,51,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,63,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,63,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,64,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,72,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,62,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,62,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,62,NA,NA,NA,NA
1994,Longline,Survey,NSEI,710,73,NA,NA,NA,NA
1994,Longline,Survey,NSEI,710,74,NA,NA,NA,NA
1994,Longline,Survey,NSEI,710,74,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,63,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,63,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,63,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,65,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,63,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,63,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,63,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,63,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,64,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,64,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,64,NA,NA,NA,NA
2005,Longline,Survey,NSEI,710,74,4.1,28,Male,1
2005,Longline,Survey,NSEI,710,71,3.7,8,Female,1
2005,Longline,Survey,NSEI,710,73,4.2,8,Female,0
2005,Longline,Survey,NSEI,710,72,3.8000000000000003,9,Female,1
2005,Longline,Survey,NSEI,710,83,6.7,31,Female,1
2005,Longline,Survey,NSEI,710,71,4.2,12,Female,1
2005,Longline,Survey,NSEI,710,66,3,9,Female,0
2005,Longline,Survey,NSEI,710,75,4.3,10,Female,1
2005,Longline,Survey,NSEI,710,71,3.7,10,Female,1
1993,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,68,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,69,3.7,14,Male,1
1995,Longline,Survey,NSEI,710,66,3.3000000000000003,14,Female,1
1998,Longline,Survey,NSEI,710,51,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,51,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,62,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,70,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,44.5,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,55,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,48,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,61,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,67,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,63,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,73,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,56,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,50,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,93,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,54,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,68,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,55,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,62,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,52,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,53,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,74,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,67,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,74,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,46.5,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,54,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,77,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,70,NA,NA,NA,NA
1988,Longline,Survey,NSEI,710,79.7,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,85,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,75,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,60,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,65,NA,NA,NA,NA
1988,Longline,Survey,NSEI,710,64.9,NA,NA,NA,NA
1988,Longline,Survey,NSEI,710,60.4,NA,NA,NA,NA
1988,Longline,Survey,NSEI,710,68,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,54.5,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,66.5,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,65,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,64.5,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,73,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,73,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,46.5,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,69,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,67,NA,NA,NA,NA
1996,Longline,Survey,NSEI,710,69,4.08,9,Female,1
1999,Longline,Survey,NSEI,710,55,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,96,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,66,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,82,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,75,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,93,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,64,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,65,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,69,NA,NA,NA,NA
1994,Longline,Survey,NSEI,710,68,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,65,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,67,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,64,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,49,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,72,3.5,30,Male,1
1995,Longline,Survey,NSEI,710,74,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,75,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,77,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,79,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,65,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,49,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,69,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,63,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,53,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,89,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,99,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,64,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,67,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,59,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,63,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,61,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,63,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,63,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,59,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,72,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,62,NA,NA,NA,NA
2009,Longline,Survey,NSEI,710,64,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,66,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,66,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,66,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,66,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,66,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,66,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,68,NA,NA,NA,NA
2008,Longline,Survey,NSEI,710,97,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,73,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,78,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,65,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,79,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,73,NA,NA,NA,NA
2002,Longline,Survey,NSEI,710,59,2.4,14,Male,1
2002,Longline,Survey,NSEI,710,80,5.3,25,Female,1
2002,Longline,Survey,NSEI,710,58,1.8,5,Female,0
1998,Longline,Survey,NSEI,710,65,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,67,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,50,NA,NA,NA,NA
2002,Longline,Survey,NSEI,710,94,10,27,Female,1
2002,Longline,Survey,NSEI,710,68,3.4,24,Male,1
2002,Longline,Survey,NSEI,710,70,4,24,Female,1
1996,Longline,Survey,NSEI,710,86,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,74,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,75,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,93,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,80,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,68,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,73,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,54,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,87,NA,NA,NA,NA
1994,Longline,Survey,NSEI,710,65,NA,NA,NA,NA
1994,Longline,Survey,NSEI,710,66,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,81,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,81,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,82,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,85,NA,NA,NA,NA
1994,Longline,Survey,NSEI,710,67,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,68,NA,NA,NA,NA
1994,Longline,Survey,NSEI,710,67,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,74,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,74,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,74,NA,NA,NA,NA
