year,Gear,Source,Mgmt_area,Spp_cde,length,weight,age,Sex,Maturity
1998,Pot,Fishery,SSEI,710,61,2.1,NA,NA,NA
1998,Pot,Fishery,SSEI,710,55,1.5,NA,NA,NA
1998,Pot,Fishery,SSEI,710,54,1.5,NA,NA,NA
1998,Pot,Fishery,SSEI,710,59,2.1,NA,NA,NA
1998,Pot,Fishery,SSEI,710,56,1.8,NA,NA,NA
1998,Pot,Fishery,SSEI,710,59,1.7,NA,NA,NA
1998,Pot,Fishery,SSEI,710,59,2.2,NA,NA,NA
1998,Pot,Fishery,SSEI,710,55,1.4000000000000001,NA,NA,NA
1998,Pot,Fishery,SSEI,710,53,1.4000000000000001,NA,NA,NA
1998,Pot,Fishery,SSEI,710,55,1.6,NA,NA,NA
1998,Pot,Fishery,SSEI,710,63,2.4,NA,NA,NA
1998,Pot,Fishery,SSEI,710,52,1.6,NA,NA,NA
1998,Pot,Fishery,SSEI,710,57,1.7,NA,NA,NA
1998,Pot,Fishery,SSEI,710,56,1.6,NA,NA,NA
1998,Pot,Fishery,SSEI,710,60,2.3000000000000003,NA,NA,NA
1998,Pot,Fishery,SSEI,710,53,1.3,NA,NA,NA
1998,Pot,Fishery,SSEI,710,61,2.3000000000000003,NA,NA,NA
1998,Pot,Fishery,SSEI,710,60,2.3000000000000003,NA,NA,NA
1998,Pot,Fishery,SSEI,710,68,3.2,NA,NA,NA
1998,Pot,Fishery,SSEI,710,65,2.8000000000000003,NA,NA,NA
1998,Pot,Fishery,SSEI,710,62,2.7,NA,NA,NA
1998,Pot,Fishery,SSEI,710,53,1.3,NA,NA,NA
1998,Pot,Fishery,SSEI,710,58,1.7,NA,NA,NA
1998,Pot,Fishery,SSEI,710,53,1.3,NA,NA,NA
1998,Pot,Fishery,SSEI,710,53,1.3,NA,NA,NA
1998,Pot,Fishery,SSEI,710,63,2.2,NA,NA,NA
1998,Pot,Fishery,SSEI,710,60,2,NA,NA,NA
1998,Pot,Fishery,SSEI,710,54,1.5,NA,NA,NA
1998,Pot,Fishery,SSEI,710,56,1.4000000000000001,NA,NA,NA
1998,Pot,Fishery,SSEI,710,55,1.3,NA,NA,NA
1998,Pot,Fishery,SSEI,710,61,1.9000000000000001,NA,NA,NA
1998,Pot,Fishery,SSEI,710,56,1.5,NA,NA,NA
1998,Pot,Fishery,SSEI,710,61,2.2,NA,NA,NA
1998,Pot,Fishery,SSEI,710,57,1.6,NA,NA,NA
1998,Pot,Fishery,SSEI,710,61,1.8,NA,NA,NA
1998,Pot,Fishery,SSEI,710,55,1.6,NA,NA,NA
1998,Pot,Fishery,SSEI,710,58,1.7,NA,NA,NA
1998,Pot,Fishery,SSEI,710,54,1.3,NA,NA,NA
1998,Pot,Fishery,SSEI,710,54,1.5,NA,NA,NA
1998,Pot,Fishery,SSEI,710,62,2.3000000000000003,NA,NA,NA
1998,Pot,Fishery,SSEI,710,58,1.9000000000000001,NA,NA,NA
1998,Pot,Fishery,SSEI,710,56,1.7,NA,NA,NA
1998,Pot,Fishery,SSEI,710,46,0.9,NA,NA,NA
1998,Pot,Fishery,SSEI,710,55,1.6,NA,NA,NA
1998,Pot,Fishery,SSEI,710,60,1.9000000000000001,NA,NA,NA
1998,Pot,Fishery,SSEI,710,56,1.4000000000000001,NA,NA,NA
1998,Pot,Fishery,SSEI,710,56,1.5,NA,NA,NA
1998,Pot,Fishery,SSEI,710,54,1.3,NA,NA,NA
1998,Pot,Fishery,SSEI,710,54,1.4000000000000001,NA,NA,NA
1998,Pot,Fishery,SSEI,710,68,2.9,NA,NA,NA
1998,Pot,Fishery,SSEI,710,54,1.4000000000000001,NA,NA,NA
1998,Pot,Fishery,SSEI,710,62,2.3000000000000003,NA,NA,NA
1998,Pot,Fishery,SSEI,710,58,1.6,NA,NA,NA
1998,Pot,Fishery,SSEI,710,53,1.3,NA,NA,NA
1998,Pot,Fishery,SSEI,710,55,1.5,NA,NA,NA
1998,Pot,Fishery,SSEI,710,55,1.5,NA,NA,NA
1998,Pot,Fishery,SSEI,710,69,2.6,NA,NA,NA
1998,Pot,Fishery,SSEI,710,67,2.5,NA,NA,NA
1998,Pot,Fishery,SSEI,710,66,2.4,NA,NA,NA
1998,Pot,Fishery,SSEI,710,59,1.7,NA,NA,NA
1998,Pot,Fishery,SSEI,710,69,3.1,NA,NA,NA
1998,Pot,Fishery,SSEI,710,56,1.6,NA,NA,NA
1998,Pot,Fishery,SSEI,710,56,1.7,NA,NA,NA
1998,Pot,Fishery,SSEI,710,74,4.6000000000000005,NA,NA,NA
1998,Pot,Fishery,SSEI,710,67,2.8000000000000003,NA,NA,NA
1998,Pot,Fishery,SSEI,710,58,1.6,NA,NA,NA
1998,Pot,Fishery,SSEI,710,63,2.2,NA,NA,NA
1998,Pot,Fishery,SSEI,710,54,1.4000000000000001,NA,NA,NA
1998,Pot,Fishery,SSEI,710,58,1.7,NA,NA,NA
1998,Pot,Fishery,SSEI,710,64,2.3000000000000003,NA,NA,NA
1998,Pot,Fishery,SSEI,710,57,1.5,NA,NA,NA
1998,Pot,Fishery,SSEI,710,70,3.2,NA,NA,NA
1998,Pot,Fishery,SSEI,710,59,1.6,NA,NA,NA
1998,Pot,Fishery,SSEI,710,63,2.6,NA,NA,NA
1998,Pot,Fishery,SSEI,710,61,2,NA,NA,NA
1998,Pot,Fishery,SSEI,710,60,2,NA,NA,NA
1998,Pot,Fishery,SSEI,710,65,2.5,NA,NA,NA
1998,Pot,Fishery,SSEI,710,61,1.9000000000000001,NA,NA,NA
1998,Pot,Fishery,SSEI,710,56,1.4000000000000001,NA,NA,NA
1998,Pot,Fishery,SSEI,710,58,1.9000000000000001,NA,NA,NA
1998,Pot,Fishery,SSEI,710,54,1.4000000000000001,NA,NA,NA
1998,Pot,Fishery,SSEI,710,59,2,NA,NA,NA
1998,Pot,Fishery,SSEI,710,54,1.4000000000000001,NA,NA,NA
1998,Pot,Fishery,SSEI,710,56,1.3,NA,NA,NA
1998,Pot,Fishery,SSEI,710,52,1.3,NA,NA,NA
1998,Pot,Fishery,SSEI,710,79,5,NA,NA,NA
1998,Pot,Fishery,SSEI,710,52,1.2,NA,NA,NA
1998,Pot,Fishery,SSEI,710,59,1.8,NA,NA,NA
1998,Pot,Fishery,SSEI,710,61,1.9000000000000001,NA,NA,NA
1998,Pot,Fishery,SSEI,710,55,1.4000000000000001,NA,NA,NA
1998,Pot,Fishery,SSEI,710,55,1.3,NA,NA,NA
1998,Pot,Fishery,SSEI,710,57,1.6,NA,NA,NA
1998,Pot,Fishery,SSEI,710,62,2,NA,NA,NA
1998,Pot,Fishery,SSEI,710,55,1.3,NA,NA,NA
1998,Pot,Fishery,SSEI,710,55,1.5,NA,NA,NA
1998,Pot,Fishery,SSEI,710,54,1.2,NA,NA,NA
1998,Pot,Fishery,SSEI,710,56,1.6,NA,NA,NA
1998,Pot,Fishery,SSEI,710,65,2.3000000000000003,NA,NA,NA
1998,Pot,Fishery,SSEI,710,60,1.7,NA,NA,NA
1998,Pot,Fishery,SSEI,710,63,2.3000000000000003,NA,NA,NA
1998,Pot,Fishery,SSEI,710,56,1.5,NA,NA,NA
1998,Pot,Fishery,SSEI,710,52,1.1,NA,NA,NA
1998,Pot,Fishery,SSEI,710,61,2.2,NA,NA,NA
1998,Pot,Fishery,SSEI,710,58,1.6,NA,NA,NA
1998,Pot,Fishery,SSEI,710,60,1.9000000000000001,NA,NA,NA
1998,Pot,Fishery,SSEI,710,53,1.2,NA,NA,NA
1998,Pot,Fishery,SSEI,710,63,2.9,NA,NA,NA
1998,Pot,Fishery,SSEI,710,58,2.3000000000000003,NA,NA,NA
1998,Pot,Fishery,SSEI,710,62,2.1,NA,NA,NA
1998,Pot,Fishery,SSEI,710,55,1.5,NA,NA,NA
1998,Pot,Fishery,SSEI,710,69,3.2,NA,NA,NA
1998,Pot,Fishery,SSEI,710,70,3.3000000000000003,NA,NA,NA
1998,Pot,Fishery,SSEI,710,55,1.6,NA,NA,NA
1998,Pot,Fishery,SSEI,710,63,2.6,NA,NA,NA
1998,Pot,Fishery,SSEI,710,54,1.4000000000000001,NA,NA,NA
1998,Pot,Fishery,SSEI,710,61,2.2,NA,NA,NA
1998,Pot,Fishery,SSEI,710,63,2.3000000000000003,NA,NA,NA
1998,Pot,Fishery,SSEI,710,52,1.2,NA,NA,NA
1998,Pot,Fishery,SSEI,710,57,1.5,NA,NA,NA
1998,Pot,Fishery,SSEI,710,77,4.8,NA,NA,NA
1998,Pot,Fishery,SSEI,710,57,1.9000000000000001,NA,NA,NA
1998,Pot,Fishery,SSEI,710,57,1.8,NA,NA,NA
1998,Pot,Fishery,SSEI,710,65,2.8000000000000003,NA,NA,NA
1998,Pot,Fishery,SSEI,710,71,4.3,NA,NA,NA
1998,Pot,Fishery,SSEI,710,71,4.1,NA,NA,NA
1998,Pot,Fishery,SSEI,710,72,3.2,NA,NA,NA
1998,Pot,Fishery,SSEI,710,64,3.1,NA,NA,NA
1998,Pot,Fishery,SSEI,710,74,3.9,NA,NA,NA
1998,Pot,Fishery,SSEI,710,58,1.8,NA,NA,NA
1998,Pot,Fishery,SSEI,710,67,2.7,NA,NA,NA
1998,Pot,Fishery,SSEI,710,53,1.3,NA,NA,NA
1998,Pot,Fishery,SSEI,710,57,1.7,NA,NA,NA
1998,Pot,Fishery,SSEI,710,91,8.1,NA,NA,NA
1998,Pot,Fishery,SSEI,710,58,1.9000000000000001,NA,NA,NA
1998,Pot,Fishery,SSEI,710,53,1.3,NA,NA,NA
1998,Pot,Fishery,SSEI,710,60,2.1,NA,NA,NA
1998,Pot,Fishery,SSEI,710,61,2.3000000000000003,NA,NA,NA
1998,Pot,Fishery,SSEI,710,56,1.7,NA,NA,NA
1998,Pot,Fishery,SSEI,710,73,3.7,NA,NA,NA
1998,Pot,Fishery,SSEI,710,55,1.3,NA,NA,NA
1998,Pot,Fishery,SSEI,710,52,1.3,NA,NA,NA
1998,Pot,Fishery,SSEI,710,51,1.1,NA,NA,NA
1998,Pot,Fishery,SSEI,710,58,1.8,NA,NA,NA
1998,Pot,Fishery,SSEI,710,58,1.9000000000000001,NA,NA,NA
1998,Pot,Fishery,SSEI,710,60,2,NA,NA,NA
1998,Pot,Fishery,SSEI,710,69,3.3000000000000003,NA,NA,NA
1998,Pot,Fishery,SSEI,710,61,2.4,NA,NA,NA
1998,Pot,Fishery,SSEI,710,52,1.3,NA,NA,NA
1998,Pot,Fishery,SSEI,710,65,2.2,NA,NA,NA
1998,Pot,Fishery,SSEI,710,56,1.8,NA,NA,NA
1998,Pot,Fishery,SSEI,710,51,1.1,NA,NA,NA
1998,Pot,Fishery,SSEI,710,52,1.3,NA,NA,NA
1998,Pot,Fishery,SSEI,710,51,1.2,NA,NA,NA
1998,Pot,Fishery,SSEI,710,78,4.8,NA,NA,NA
1998,Pot,Fishery,SSEI,710,59,1.8,NA,NA,NA
1998,Pot,Fishery,SSEI,710,54,1.4000000000000001,NA,NA,NA
1999,Pot,Fishery,SSEI,710,60,2.1,4,Female,1
1999,Pot,Fishery,SSEI,710,56,1.7,4,Female,0
1999,Pot,Fishery,SSEI,710,56,1.5,4,Male,0
1999,Pot,Fishery,SSEI,710,59,2.1,4,Male,1
1999,Pot,Fishery,SSEI,710,55,1.6,4,Female,0
1999,Pot,Fishery,SSEI,710,58,2.2,4,Female,0
1999,Pot,Fishery,SSEI,710,53,1.5,4,Male,0
1999,Pot,Fishery,SSEI,710,59,2,4,Female,1
1999,Pot,Fishery,SSEI,710,57,1.8,4,Female,0
1999,Pot,Fishery,SSEI,710,54,1.7,4,Female,0
1999,Pot,Fishery,SSEI,710,54,1.7,3,Female,0
1999,Pot,Fishery,SSEI,710,51,1.4000000000000001,3,Male,0
1999,Pot,Fishery,SSEI,710,55,1.6,3,Female,0
1999,Pot,Fishery,SSEI,710,50,1.2,2,Male,0
1999,Pot,Fishery,SSEI,710,56,1.6,4,Male,0
1999,Pot,Fishery,SSEI,710,58,2.2,7,Male,1
1999,Pot,Fishery,SSEI,710,54,1.5,3,Female,0
1999,Pot,Fishery,SSEI,710,63,2.4,6,Female,1
1999,Pot,Fishery,SSEI,710,60,2.1,6,Female,1
1999,Pot,Fishery,SSEI,710,55,1.7,4,Male,1
1999,Pot,Fishery,SSEI,710,61,2.3000000000000003,6,Female,1
1999,Pot,Fishery,SSEI,710,54,1.6,3,Male,0
1999,Pot,Fishery,SSEI,710,56,2,6,Female,0
1999,Pot,Fishery,SSEI,710,61,2.9,4,Female,1
1999,Pot,Fishery,SSEI,710,60,1.9000000000000001,4,Female,1
1999,Pot,Fishery,SSEI,710,64,2.6,5,Female,1
1999,Pot,Fishery,SSEI,710,77,4.9,6,Female,1
1999,Pot,Fishery,SSEI,710,56,1.7,4,Female,0
1999,Pot,Fishery,SSEI,710,54,1.6,4,Male,0
1999,Pot,Fishery,SSEI,710,58,2.2,4,Male,1
1999,Pot,Fishery,SSEI,710,51,1.1,2,Female,0
1999,Pot,Fishery,SSEI,710,62,2.7,5,Male,1
1999,Pot,Fishery,SSEI,710,59,1.8,5,Female,0
1999,Pot,Fishery,SSEI,710,55,1.6,5,Female,0
1999,Pot,Fishery,SSEI,710,60,2.7,4,Female,1
1999,Pot,Fishery,SSEI,710,72,3.9,6,Female,1
1999,Pot,Fishery,SSEI,710,56,1.8,5,Male,0
1999,Pot,Fishery,SSEI,710,66,3.8000000000000003,6,Female,1
1999,Pot,Fishery,SSEI,710,68,3.5,10,Male,1
1999,Pot,Fishery,SSEI,710,58,1.8,4,Female,0
1999,Pot,Fishery,SSEI,710,54,1.6,3,Female,0
1999,Pot,Fishery,SSEI,710,55,1.5,5,Female,0
1999,Pot,Fishery,SSEI,710,57,1.7,5,Female,0
1999,Pot,Fishery,SSEI,710,52,1.4000000000000001,5,Female,0
1999,Pot,Fishery,SSEI,710,62,2.4,6,Female,1
1999,Pot,Fishery,SSEI,710,53,1.5,6,Male,0
1999,Pot,Fishery,SSEI,710,72,3.6,6,Female,1
1999,Pot,Fishery,SSEI,710,55,1.5,6,Male,0
1999,Pot,Fishery,SSEI,710,56,1.6,4,Female,0
1999,Pot,Fishery,SSEI,710,54,1.6,5,Female,0
1999,Pot,Fishery,SSEI,710,58,1.9000000000000001,6,Female,0
1999,Pot,Fishery,SSEI,710,55,1.7,5,Female,0
1999,Pot,Fishery,SSEI,710,57,1.8,4,Male,0
1999,Pot,Fishery,SSEI,710,56,1.9000000000000001,4,Female,0
1999,Pot,Fishery,SSEI,710,61,2.2,4,Female,1
1999,Pot,Fishery,SSEI,710,55,1.6,4,Female,0
1999,Pot,Fishery,SSEI,710,62,2.4,5,Female,1
1999,Pot,Fishery,SSEI,710,58,2.5,5,Male,1
1999,Pot,Fishery,SSEI,710,56,1.4000000000000001,5,Female,0
1999,Pot,Fishery,SSEI,710,61,2.1,5,Female,1
1999,Pot,Fishery,SSEI,710,60,2.1,6,Female,0
1999,Pot,Fishery,SSEI,710,54,1.6,5,Male,0
1999,Pot,Fishery,SSEI,710,61,2.1,5,Female,1
1999,Pot,Fishery,SSEI,710,68,3.1,5,Female,1
1999,Pot,Fishery,SSEI,710,57,1.9000000000000001,4,Female,0
1999,Pot,Fishery,SSEI,710,59,1.8,4,Female,0
1999,Pot,Fishery,SSEI,710,57,1.7,4,Female,0
1999,Pot,Fishery,SSEI,710,56,1.8,5,Male,0
1999,Pot,Fishery,SSEI,710,66,2.8000000000000003,6,Female,1
1999,Pot,Fishery,SSEI,710,56,1.9000000000000001,5,Female,0
1999,Pot,Fishery,SSEI,710,53,1.4000000000000001,4,Male,0
1999,Pot,Fishery,SSEI,710,55,1.4000000000000001,5,Female,0
1999,Pot,Fishery,SSEI,710,59,2.2,4,Female,0
1999,Pot,Fishery,SSEI,710,55,1.7,4,Female,0
1999,Pot,Fishery,SSEI,710,56,1.9000000000000001,4,Female,0
1999,Pot,Fishery,SSEI,710,61,2.6,4,Male,1
1999,Pot,Fishery,SSEI,710,63,2.5,7,Female,1
1999,Pot,Fishery,SSEI,710,52,1.3,2,Female,0
1999,Pot,Fishery,SSEI,710,59,1.9000000000000001,4,Female,1
1999,Pot,Fishery,SSEI,710,54,1.6,4,Male,0
1999,Pot,Fishery,SSEI,710,56,1.8,5,Male,0
1999,Pot,Fishery,SSEI,710,48,1.1,4,Male,0
1999,Pot,Fishery,SSEI,710,61,2.4,5,Female,1
1999,Pot,Fishery,SSEI,710,59,2,4,Female,0
1999,Pot,Fishery,SSEI,710,60,2,4,Female,0
1999,Pot,Fishery,SSEI,710,66,3.1,5,Female,1
1999,Pot,Fishery,SSEI,710,58,2,3,Female,0
1999,Pot,Fishery,SSEI,710,59,1.8,5,Female,1
1999,Pot,Fishery,SSEI,710,64,2.6,5,Female,1
1999,Pot,Fishery,SSEI,710,66,3.2,4,Female,1
1999,Pot,Fishery,SSEI,710,69,3.5,6,Female,1
1999,Pot,Fishery,SSEI,710,59,2.1,4,Female,0
1999,Pot,Fishery,SSEI,710,61,2.7,7,Male,1
1999,Pot,Fishery,SSEI,710,46,0.9,2,Female,0
1999,Pot,Fishery,SSEI,710,55,1.4000000000000001,2,Female,0
1999,Pot,Fishery,SSEI,710,59,2.3000000000000003,4,Male,1
1999,Pot,Fishery,SSEI,710,65,2.7,5,Female,1
1999,Pot,Fishery,SSEI,710,50,1.1,2,Female,0
1999,Pot,Fishery,SSEI,710,69,3.5,4,Female,1
1999,Pot,Fishery,SSEI,710,63,2.7,5,Female,1
1999,Pot,Fishery,SSEI,710,59,2.1,4,Female,0
1999,Pot,Fishery,SSEI,710,65,3.1,4,Female,1
1999,Pot,Fishery,SSEI,710,51,1.3,4,Male,0
1999,Pot,Fishery,SSEI,710,50,1.1,4,Male,0
1999,Pot,Fishery,SSEI,710,62,2.2,4,Female,1
1999,Pot,Fishery,SSEI,710,52,1.4000000000000001,2,Female,0
1999,Pot,Fishery,SSEI,710,65,2.8000000000000003,6,Female,1
1999,Pot,Fishery,SSEI,710,68,2.9,6,Female,1
1999,Pot,Fishery,SSEI,710,53,1.5,4,Male,0
1999,Pot,Fishery,SSEI,710,56,1.9000000000000001,4,Male,0
1999,Pot,Fishery,SSEI,710,59,2.3000000000000003,4,Female,0
1999,Pot,Fishery,SSEI,710,59,2.1,4,Female,0
1999,Pot,Fishery,SSEI,710,53,1.4000000000000001,5,Female,0
1999,Pot,Fishery,SSEI,710,55,1.7,6,Male,0
1999,Pot,Fishery,SSEI,710,47,0.9,2,Female,0
1999,Pot,Fishery,SSEI,710,55,1.4000000000000001,4,Male,0
1999,Pot,Fishery,SSEI,710,68,3.4,8,Female,1
1999,Pot,Fishery,SSEI,710,53,1.3,3,Male,0
1999,Pot,Fishery,SSEI,710,59,2.2,5,Female,0
1999,Pot,Fishery,SSEI,710,69,3.3000000000000003,6,Female,1
1999,Pot,Fishery,SSEI,710,51,1.3,6,Male,0
1999,Pot,Fishery,SSEI,710,57,1.8,5,Male,0
1999,Pot,Fishery,SSEI,710,66,3,5,Female,1
1999,Pot,Fishery,SSEI,710,63,2.7,4,Female,1
1999,Pot,Fishery,SSEI,710,57,1.7,4,Female,0
1999,Pot,Fishery,SSEI,710,55,1.9000000000000001,4,Male,1
1999,Pot,Fishery,SSEI,710,63,2.4,7,Male,1
1999,Pot,Fishery,SSEI,710,60,2.2,5,Female,1
1999,Pot,Fishery,SSEI,710,57,1.7,3,Female,0
1999,Pot,Fishery,SSEI,710,70,3.8000000000000003,4,Female,1
1999,Pot,Fishery,SSEI,710,55,1.5,3,Female,0
1999,Pot,Fishery,SSEI,710,66,3.1,4,Female,1
1999,Pot,Fishery,SSEI,710,69,3.9,5,Female,1
1999,Pot,Fishery,SSEI,710,59,2.2,3,Male,0
1999,Pot,Fishery,SSEI,710,52,1.3,2,Female,0
1999,Pot,Fishery,SSEI,710,55,1.4000000000000001,3,Female,0
1999,Pot,Fishery,SSEI,710,60,2.7,5,Female,1
1999,Pot,Fishery,SSEI,710,55,1.9000000000000001,4,Male,0
1999,Pot,Fishery,SSEI,710,60,2.3000000000000003,5,Female,1
1999,Pot,Fishery,SSEI,710,69,3.5,4,Female,1
1999,Pot,Fishery,SSEI,710,62,2.2,6,Male,1
1999,Pot,Fishery,SSEI,710,52,1.3,2,Female,0
1999,Pot,Fishery,SSEI,710,49,1.2,2,Female,0
1999,Pot,Fishery,SSEI,710,50,1.2,2,Female,0
1999,Pot,Fishery,SSEI,710,60,2.4,5,Male,1
1999,Pot,Fishery,SSEI,710,63,3,5,Female,1
1999,Pot,Fishery,SSEI,710,57,1.5,3,Female,0
1999,Pot,Fishery,SSEI,710,68,3.4,4,Female,1
1999,Pot,Fishery,SSEI,710,63,2.7,6,Female,1
1999,Pot,Fishery,SSEI,710,60,2.1,4,Female,1
1999,Pot,Fishery,SSEI,710,52,1.9000000000000001,5,Female,0
1999,Pot,Fishery,SSEI,710,52,1.2,3,Male,0
1999,Pot,Fishery,SSEI,710,52,1.4000000000000001,3,Male,1
1999,Pot,Fishery,SSEI,710,53,1.3,3,Male,0
1999,Pot,Fishery,SSEI,710,49,1.1,2,Male,0
1999,Pot,Fishery,SSEI,710,56,1.6,4,Female,0
