YEAR,Mgt_area,GEAR_CODE,WHOLE_POUNDS
2010,NSEI,GNT,0
2010,NSEI,UNK,0
2010,SSEI,HAL,520379
2010,SSEI,POT,70184
2010,SSEI,TRW,0
2010,SSEI,JIG,0
2010,SSEI,TRL,0
2010,SSEI,GNT,0
2010,SSEI,UNK,0
2010,LOWCI,HAL,0
2010,LOWCI,POT,0
2010,LOWCI,TRW,0
2010,LOWCI,JIG,0
2010,LOWCI,TRL,0
2010,LOWCI,GNT,0
2010,LOWCI,UNK,0
2011,PWS,HAL,196738
2011,PWS,POT,24861
2011,PWS,TRW,2063
2011,PWS,JIG,0
2011,PWS,TRL,0
2011,PWS,GNT,0
2011,PWS,UNK,0
2011,NSEI,HAL,942115
2011,NSEI,POT,0
2011,NSEI,TRW,0
2011,NSEI,JIG,0
2011,NSEI,TRL,0
2011,NSEI,GNT,0
2011,NSEI,UNK,0
2011,SSEI,HAL,512320
2011,SSEI,POT,68861
2011,SSEI,TRW,0
2011,SSEI,JIG,0
2011,SSEI,TRL,0
2011,SSEI,GNT,0
2011,SSEI,UNK,0
2011,LOWCI,HAL,0
2011,LOWCI,POT,0
2011,LOWCI,TRW,0
2011,LOWCI,JIG,0
2011,LOWCI,TRL,0
2011,LOWCI,GNT,0
2011,LOWCI,UNK,0
2012,PWS,HAL,179903
2012,PWS,POT,23671
2012,PWS,TRW,1030
2012,PWS,JIG,0
2012,PWS,TRL,0
2012,PWS,GNT,0
2012,PWS,UNK,0
2012,NSEI,HAL,1061382
2012,NSEI,POT,0
2012,NSEI,TRW,0
2012,NSEI,JIG,0
2012,NSEI,TRL,0
2012,NSEI,GNT,0
2012,NSEI,UNK,0
2012,SSEI,HAL,486364
2012,SSEI,POT,76147
2012,SSEI,TRW,0
2012,SSEI,JIG,0
2012,SSEI,TRL,0
2012,SSEI,GNT,0
2012,SSEI,UNK,0
2012,LOWCI,HAL,0
2012,LOWCI,POT,0
2012,LOWCI,TRW,0
2012,LOWCI,JIG,0
2012,LOWCI,TRL,0
2012,LOWCI,GNT,0
2012,LOWCI,UNK,0
2013,PWS,HAL,147799
2013,PWS,POT,7559
2013,PWS,TRW,517
2013,PWS,JIG,0
2013,PWS,TRL,0
2013,PWS,GNT,0
2013,PWS,UNK,0
2013,NSEI,HAL,1038608
2013,NSEI,POT,0
2013,NSEI,TRW,0
2013,NSEI,JIG,0
2013,NSEI,TRL,0
2013,NSEI,GNT,0
2013,NSEI,UNK,0
2013,SSEI,HAL,459442
2013,SSEI,POT,76340
2013,SSEI,TRW,0
2013,SSEI,JIG,0
2013,SSEI,TRL,0
2013,SSEI,GNT,0
2013,SSEI,UNK,0
2013,LOWCI,HAL,0
2013,LOWCI,POT,0
2013,LOWCI,TRW,0
2013,LOWCI,JIG,0
2013,LOWCI,TRL,0
2013,LOWCI,GNT,0
2013,LOWCI,UNK,0
2014,PWS,HAL,95154
2014,PWS,POT,1430
2014,PWS,TRW,439
2014,PWS,JIG,0
2014,PWS,TRL,7
2014,PWS,GNT,0
2014,PWS,UNK,0
2014,NSEI,HAL,847377
2014,NSEI,POT,0
2014,NSEI,TRW,0
2014,NSEI,JIG,0
2014,NSEI,TRL,0
2014,NSEI,GNT,0
2014,NSEI,UNK,0
2014,SSEI,HAL,455080
2014,SSEI,POT,69365
2014,SSEI,TRW,0
2014,SSEI,JIG,0
2014,SSEI,TRL,0
2014,SSEI,GNT,0
2014,SSEI,UNK,0
2014,LOWCI,HAL,0
2014,LOWCI,POT,0
2014,LOWCI,TRW,0
2014,LOWCI,JIG,0
2014,LOWCI,TRL,0
2014,LOWCI,GNT,0
2014,LOWCI,UNK,0
2015,PWS,HAL,16019
2015,PWS,POT,0
2015,PWS,TRW,1031
2015,PWS,JIG,0
2015,PWS,TRL,0
2015,PWS,GNT,0
2015,PWS,UNK,0
2015,NSEI,HAL,845409
2015,NSEI,POT,0
2015,NSEI,TRW,0
2015,NSEI,JIG,0
2015,NSEI,TRL,0
2015,NSEI,GNT,0
2015,NSEI,UNK,0
2015,SSEI,HAL,467315
2015,SSEI,POT,70450
2015,SSEI,TRW,0
2015,SSEI,JIG,0
2015,SSEI,TRL,0
2015,SSEI,GNT,0
2015,SSEI,UNK,0
2015,LOWCI,HAL,0
2015,LOWCI,POT,0
2015,LOWCI,TRW,0
2015,LOWCI,JIG,0
2015,LOWCI,TRL,0
2015,LOWCI,GNT,0
2015,LOWCI,UNK,0
2016,PWS,HAL,38774
2016,PWS,POT,0
2016,PWS,TRW,1995
2016,PWS,JIG,0
2016,PWS,TRL,0
2016,PWS,GNT,0
2016,PWS,UNK,0
2016,NSEI,HAL,696849
2016,NSEI,POT,0
2016,NSEI,TRW,0
2016,NSEI,JIG,0
2016,NSEI,TRL,0
2016,NSEI,GNT,0
2016,NSEI,UNK,0
2016,SSEI,HAL,442350
2016,SSEI,POT,62686
2016,SSEI,TRW,0
2016,SSEI,JIG,0
2016,SSEI,TRL,0
2016,SSEI,GNT,0
2016,SSEI,UNK,0
2016,LOWCI,HAL,0
2016,LOWCI,POT,0
2016,LOWCI,TRW,0
2016,LOWCI,JIG,0
2016,LOWCI,TRL,0
2016,LOWCI,GNT,0
2016,LOWCI,UNK,0
