YEAR,Mgmt_area,GEAR_CODE,WHOLE_POUNDS
1986,LOWCI,POT,0
1986,LOWCI,TRW,0
1986,LOWCI,JIG/TRL,0
1986,LOWCI,GNT,0
1986,LOWCI,UNK,0
1987,PWS,HAL,200964
1987,PWS,POT,0
1987,PWS,TRW,0
1987,PWS,JIG/TRL,0
1987,PWS,GNT,0
1987,PWS,UNK,0
1987,NSEI,HAL,3950758
1987,NSEI,POT,0
1987,NSEI,TRW,0
1987,NSEI,JIG/TRL,0
1987,NSEI,GNT,0
1987,NSEI,UNK,0
1987,SSEI,HAL,521174
1987,SSEI,POT,8461
1987,SSEI,TRW,0
1987,SSEI,JIG/TRL,0
1987,SSEI,GNT,0
1987,SSEI,UNK,0
1987,LOWCI,HAL,0
1987,LOWCI,POT,0
1987,LOWCI,TRW,0
1987,LOWCI,JIG/TRL,0
1987,LOWCI,GNT,0
1987,LOWCI,UNK,0
1988,PWS,HAL,247378
1988,PWS,POT,0
1988,PWS,TRW,0
1988,PWS,JIG/TRL,0
1988,PWS,GNT,0
1988,PWS,UNK,0
1988,NSEI,HAL,4248783
1988,NSEI,POT,0
1988,NSEI,TRW,0
1988,NSEI,JIG/TRL,0
1988,NSEI,GNT,0
1988,NSEI,UNK,0
1988,SSEI,HAL,749166
1988,SSEI,POT,18796
1988,SSEI,TRW,0
1988,SSEI,JIG/TRL,0
1988,SSEI,GNT,0
1988,SSEI,UNK,0
1988,LOWCI,HAL,0
1988,LOWCI,POT,0
1988,LOWCI,TRW,0
1988,LOWCI,JIG/TRL,0
1988,LOWCI,GNT,0
1988,LOWCI,UNK,0
1989,PWS,HAL,187275
1989,PWS,POT,0
1989,PWS,TRW,1357
1989,PWS,JIG/TRL,621
1989,PWS,GNT,0
1989,PWS,UNK,0
1989,NSEI,HAL,3788690
1989,NSEI,POT,0
1989,NSEI,TRW,0
1989,NSEI,JIG/TRL,0
1989,NSEI,GNT,0
1989,NSEI,UNK,0
1989,SSEI,HAL,966723
1989,SSEI,POT,10858
1989,SSEI,TRW,0
1989,SSEI,JIG/TRL,0
1989,SSEI,GNT,0
1989,SSEI,UNK,0
1989,LOWCI,HAL,0
1989,LOWCI,POT,0
1989,LOWCI,TRW,0
1989,LOWCI,JIG/TRL,0
1989,LOWCI,GNT,0
1989,LOWCI,UNK,0
1990,PWS,HAL,196530
1990,PWS,POT,56
1990,PWS,TRW,11340
1990,PWS,JIG/TRL,8790
1990,PWS,GNT,0
1990,PWS,UNK,0
1990,NSEI,HAL,3345485
1990,NSEI,POT,0
1990,NSEI,TRW,0
1990,NSEI,JIG/TRL,0
1990,NSEI,GNT,0
1990,NSEI,UNK,0
1990,SSEI,HAL,774057
1990,SSEI,POT,0
1990,SSEI,TRW,0
1990,SSEI,JIG/TRL,0
1990,SSEI,GNT,0
1990,SSEI,UNK,0
1990,LOWCI,HAL,0
1990,LOWCI,POT,0
1990,LOWCI,TRW,0
1990,LOWCI,JIG/TRL,0
1990,LOWCI,GNT,0
1990,LOWCI,UNK,0
1991,PWS,HAL,347706
1991,PWS,POT,0
1991,PWS,TRW,2942
1991,PWS,JIG/TRL,0
1991,PWS,GNT,0
1991,PWS,UNK,0
1991,NSEI,HAL,3988220
1991,NSEI,POT,0
1991,NSEI,TRW,0
1991,NSEI,JIG/TRL,0
1991,NSEI,GNT,0
1991,NSEI,UNK,0
1991,SSEI,HAL,729382
1991,SSEI,POT,1065
1991,SSEI,TRW,0
1991,SSEI,JIG/TRL,0
1991,SSEI,GNT,0
1991,SSEI,UNK,0
1991,LOWCI,HAL,0
1991,LOWCI,POT,0
1991,LOWCI,TRW,0
1991,LOWCI,JIG/TRL,0
1991,LOWCI,GNT,0
1991,LOWCI,UNK,0
1992,PWS,HAL,464548
1992,PWS,POT,1322
1992,PWS,TRW,0
1992,PWS,JIG/TRL,0
1992,PWS,GNT,0
1992,PWS,UNK,0
1992,NSEI,HAL,4324501
1992,NSEI,POT,0
1992,NSEI,TRW,0
1992,NSEI,JIG/TRL,0
1992,NSEI,GNT,0
1992,NSEI,UNK,0
1992,SSEI,HAL,955374
1992,SSEI,POT,4372
1992,SSEI,TRW,0
1992,SSEI,JIG/TRL,0
1992,SSEI,GNT,0
1992,SSEI,UNK,0
1992,LOWCI,HAL,0
1992,LOWCI,POT,0
1992,LOWCI,TRW,0
1992,LOWCI,JIG/TRL,0
1992,LOWCI,GNT,0
1992,LOWCI,UNK,0
1993,PWS,HAL,391554
1993,PWS,POT,0
1993,PWS,TRW,0
1993,PWS,JIG/TRL,5
1993,PWS,GNT,0
1993,PWS,UNK,0
1993,NSEI,HAL,5833463
1993,NSEI,POT,0
1993,NSEI,TRW,0
1993,NSEI,JIG/TRL,0
1993,NSEI,GNT,0
1993,NSEI,UNK,0
1993,SSEI,HAL,873268
1993,SSEI,POT,0
1993,SSEI,TRW,0
1993,SSEI,JIG/TRL,0
1993,SSEI,GNT,0
1993,SSEI,UNK,0
1993,LOWCI,HAL,0
1993,LOWCI,POT,0
1993,LOWCI,TRW,0
1993,LOWCI,JIG/TRL,0
1993,LOWCI,GNT,0
1993,LOWCI,UNK,0
1994,PWS,HAL,340307
1994,PWS,POT,0
1994,PWS,TRW,753
1994,PWS,JIG/TRL,0
1994,PWS,GNT,0
1994,PWS,UNK,0
1994,NSEI,HAL,4743147
1994,NSEI,POT,0
1994,NSEI,TRW,0
1994,NSEI,JIG/TRL,0
1994,NSEI,GNT,0
1994,NSEI,UNK,0
1994,SSEI,HAL,900301
1994,SSEI,POT,0
1994,SSEI,TRW,0
1994,SSEI,JIG/TRL,0
1994,SSEI,GNT,0
1994,SSEI,UNK,0
1994,LOWCI,HAL,0
1994,LOWCI,POT,0
1994,LOWCI,TRW,0
1994,LOWCI,JIG/TRL,0
1994,LOWCI,GNT,0
1994,LOWCI,UNK,0
1995,PWS,HAL,576712
1995,PWS,POT,0
1995,PWS,TRW,610
1995,PWS,JIG/TRL,0
1995,PWS,GNT,0
1995,PWS,UNK,0
1995,NSEI,HAL,4596456
1995,NSEI,POT,0
1995,NSEI,TRW,0
1995,NSEI,JIG/TRL,0
1995,NSEI,GNT,0
1995,NSEI,UNK,0
1995,SSEI,HAL,690156
1995,SSEI,POT,0
1995,SSEI,TRW,0
1995,SSEI,JIG/TRL,0
1995,SSEI,GNT,0
1995,SSEI,UNK,0
1995,LOWCI,HAL,0
1995,LOWCI,POT,0
1995,LOWCI,TRW,0
1995,LOWCI,JIG/TRL,0
1995,LOWCI,GNT,0
1995,LOWCI,UNK,0
1996,PWS,HAL,290602
1996,PWS,POT,422
1996,PWS,TRW,367
1996,PWS,JIG/TRL,0
1996,PWS,GNT,0
1996,PWS,UNK,0
1996,NSEI,HAL,4733102
1996,NSEI,POT,0
1996,NSEI,TRW,0
1996,NSEI,JIG/TRL,0
1996,NSEI,GNT,0
1996,NSEI,UNK,0
1996,SSEI,HAL,548473
1996,SSEI,POT,0
1996,SSEI,TRW,0
1996,SSEI,JIG/TRL,0
1996,SSEI,GNT,0
1996,SSEI,UNK,0
1996,LOWCI,HAL,0
1996,LOWCI,POT,0
1996,LOWCI,TRW,0
1996,LOWCI,JIG/TRL,0
1996,LOWCI,GNT,0
1996,LOWCI,UNK,0
1997,PWS,HAL,207327
1997,PWS,POT,0
1997,PWS,TRW,1044
1997,PWS,JIG/TRL,0
1997,PWS,GNT,0
1997,PWS,UNK,0
1997,NSEI,HAL,4803349
1997,NSEI,POT,0
1997,NSEI,TRW,0
1997,NSEI,JIG/TRL,0
1997,NSEI,GNT,0
1997,NSEI,UNK,0
1997,SSEI,HAL,644288
1997,SSEI,POT,116279
1997,SSEI,TRW,0
1997,SSEI,JIG/TRL,0
1997,SSEI,GNT,0
1997,SSEI,UNK,0
1997,LOWCI,HAL,0
1997,LOWCI,POT,0
1997,LOWCI,TRW,0
1997,LOWCI,JIG/TRL,0
1997,LOWCI,GNT,0
1997,LOWCI,UNK,0
1998,PWS,HAL,244691
1998,PWS,POT,0
1998,PWS,TRW,0
1998,PWS,JIG/TRL,0
1998,PWS,GNT,0
1998,PWS,UNK,0
1998,NSEI,HAL,4769648
1998,NSEI,POT,0
1998,NSEI,TRW,0
1998,NSEI,JIG/TRL,0
1998,NSEI,GNT,0
1998,NSEI,UNK,0
1998,SSEI,HAL,527217
1998,SSEI,POT,81846
1998,SSEI,TRW,0
1998,SSEI,JIG/TRL,0
1998,SSEI,GNT,0
1998,SSEI,UNK,0
1998,LOWCI,HAL,0
1998,LOWCI,POT,0
1998,LOWCI,TRW,0
1998,LOWCI,JIG/TRL,0
1998,LOWCI,GNT,0
1998,LOWCI,UNK,0
1999,PWS,HAL,211062
1999,PWS,POT,0
1999,PWS,TRW,2850
1999,PWS,JIG/TRL,0
1999,PWS,GNT,0
1999,PWS,UNK,0
1999,NSEI,HAL,3102599
1999,NSEI,POT,0
1999,NSEI,TRW,0
1999,NSEI,JIG/TRL,0
1999,NSEI,GNT,0
1999,NSEI,UNK,0
1999,SSEI,HAL,599391
1999,SSEI,POT,96234
1999,SSEI,TRW,0
1999,SSEI,JIG/TRL,0
1999,SSEI,GNT,0
1999,SSEI,UNK,0
1999,LOWCI,HAL,0
1999,LOWCI,POT,0
1999,LOWCI,TRW,0
1999,LOWCI,JIG/TRL,0
1999,LOWCI,GNT,0
1999,LOWCI,UNK,0
2e3,PWS,HAL,355668
2e3,PWS,POT,0
2e3,PWS,TRW,844
2e3,PWS,JIG/TRL,0
2e3,PWS,GNT,0
2e3,PWS,UNK,0
2e3,NSEI,HAL,3175733
2e3,NSEI,POT,0
2e3,NSEI,TRW,0
2e3,NSEI,JIG/TRL,0
2e3,NSEI,GNT,0
2e3,NSEI,UNK,0
2e3,SSEI,HAL,534997
2e3,SSEI,POT,96287
2e3,SSEI,TRW,0
2e3,SSEI,JIG/TRL,0
2e3,SSEI,GNT,0
2e3,SSEI,UNK,0
2e3,LOWCI,HAL,0
2e3,LOWCI,POT,0
2e3,LOWCI,TRW,0
2e3,LOWCI,JIG/TRL,0
2e3,LOWCI,GNT,0
2e3,LOWCI,UNK,0
2001,PWS,HAL,323910
2001,PWS,POT,0
2001,PWS,TRW,0
2001,PWS,JIG/TRL,0
2001,PWS,GNT,0
2001,PWS,UNK,0
2001,NSEI,HAL,2260026
2001,NSEI,POT,0
2001,NSEI,TRW,0
2001,NSEI,JIG/TRL,0
2001,NSEI,GNT,0
2001,NSEI,UNK,0
2001,SSEI,HAL,583663
2001,SSEI,POT,96188
2001,SSEI,TRW,0
2001,SSEI,JIG/TRL,0
2001,SSEI,GNT,0
2001,SSEI,UNK,0
2001,LOWCI,HAL,0
2001,LOWCI,POT,0
2001,LOWCI,TRW,0
2001,LOWCI,JIG/TRL,0
2001,LOWCI,GNT,0
2001,LOWCI,UNK,0
2002,PWS,HAL,329446
2002,PWS,POT,0
2002,PWS,TRW,16
2002,PWS,JIG/TRL,0
2002,PWS,GNT,0
2002,PWS,UNK,0
2002,NSEI,HAL,2110611
2002,NSEI,POT,2690
2002,NSEI,TRW,0
2002,NSEI,JIG/TRL,0
2002,NSEI,GNT,0
2002,NSEI,UNK,0
2002,SSEI,HAL,590625
2002,SSEI,POT,96265
2002,SSEI,TRW,0
2002,SSEI,JIG/TRL,0
2002,SSEI,GNT,0
2002,SSEI,UNK,0
2002,LOWCI,HAL,0
2002,LOWCI,POT,0
2002,LOWCI,TRW,0
2002,LOWCI,JIG/TRL,0
2002,LOWCI,GNT,0
2002,LOWCI,UNK,0
2003,PWS,HAL,224254
2003,PWS,POT,0
2003,PWS,TRW,0
2003,PWS,JIG/TRL,0
2003,PWS,GNT,0
2003,PWS,UNK,0
2003,NSEI,HAL,2113653
2003,NSEI,POT,2309
2003,NSEI,TRW,0
2003,NSEI,JIG/TRL,0
2003,NSEI,GNT,0
2003,NSEI,UNK,0
2003,SSEI,HAL,597782
2003,SSEI,POT,99834
2003,SSEI,TRW,0
2003,SSEI,JIG/TRL,0
2003,SSEI,GNT,0
2003,SSEI,UNK,0
2003,LOWCI,HAL,0
2003,LOWCI,POT,0
2003,LOWCI,TRW,0
2003,LOWCI,JIG/TRL,0
2003,LOWCI,GNT,0
2003,LOWCI,UNK,0
2004,PWS,HAL,235980
2004,PWS,POT,0
2004,PWS,TRW,0
2004,PWS,JIG/TRL,0
2004,PWS,GNT,0
2004,PWS,UNK,0
2004,NSEI,HAL,2330578
2004,NSEI,POT,0
2004,NSEI,TRW,0
2004,NSEI,JIG/TRL,0
2004,NSEI,GNT,0
2004,NSEI,UNK,0
2004,SSEI,HAL,594886
2004,SSEI,POT,98373
2004,SSEI,TRW,0
2004,SSEI,JIG/TRL,0
2004,SSEI,GNT,0
2004,SSEI,UNK,0
2004,LOWCI,HAL,0
2004,LOWCI,POT,0
2004,LOWCI,TRW,0
2004,LOWCI,JIG/TRL,0
2004,LOWCI,GNT,0
2004,LOWCI,UNK,0
2005,PWS,HAL,228947
2005,PWS,POT,0
2005,PWS,TRW,2
2005,PWS,JIG/TRL,0
2005,PWS,GNT,0
2005,PWS,UNK,0
2005,NSEI,HAL,2157535
2005,NSEI,POT,0
2005,NSEI,TRW,0
2005,NSEI,JIG/TRL,0
2005,NSEI,GNT,0
2005,NSEI,UNK,0
2005,SSEI,HAL,541665
2005,SSEI,POT,100468
2005,SSEI,TRW,0
2005,SSEI,JIG/TRL,0
2005,SSEI,GNT,0
2005,SSEI,UNK,0
2005,LOWCI,HAL,0
2005,LOWCI,POT,0
2005,LOWCI,TRW,0
2005,LOWCI,JIG/TRL,0
2005,LOWCI,GNT,0
2005,LOWCI,UNK,0
2006,PWS,HAL,194064
2006,PWS,POT,1406
2006,PWS,TRW,1138
2006,PWS,JIG/TRL,0
2006,PWS,GNT,0
2006,PWS,UNK,0
2006,NSEI,HAL,2140714
2006,NSEI,POT,0
2006,NSEI,TRW,0
2006,NSEI,JIG/TRL,0
2006,NSEI,GNT,0
2006,NSEI,UNK,0
2006,SSEI,HAL,579845
2006,SSEI,POT,87020
2006,SSEI,TRW,0
2006,SSEI,JIG/TRL,0
2006,SSEI,GNT,0
2006,SSEI,UNK,0
2006,LOWCI,HAL,0
2006,LOWCI,POT,0
2006,LOWCI,TRW,0
2006,LOWCI,JIG/TRL,0
2006,LOWCI,GNT,0
2006,LOWCI,UNK,0
2007,PWS,HAL,199019
2007,PWS,POT,0
2007,PWS,TRW,395
2007,PWS,JIG/TRL,0
2007,PWS,GNT,0
2007,PWS,UNK,0
2007,NSEI,HAL,1615758
2007,NSEI,POT,0
2007,NSEI,TRW,0
2007,NSEI,JIG/TRL,0
2007,NSEI,GNT,0
2007,NSEI,UNK,0
2007,SSEI,HAL,571986
2007,SSEI,POT,87038
2007,SSEI,TRW,0
2007,SSEI,JIG/TRL,0
2007,SSEI,GNT,0
2007,SSEI,UNK,0
2007,LOWCI,HAL,0
2007,LOWCI,POT,0
2007,LOWCI,TRW,0
2007,LOWCI,JIG/TRL,0
2007,LOWCI,GNT,0
2007,LOWCI,UNK,0
2008,PWS,HAL,206418
2008,PWS,POT,0
2008,PWS,TRW,877
2008,PWS,JIG/TRL,0
2008,PWS,GNT,0
2008,PWS,UNK,0
2008,NSEI,HAL,1634900
2008,NSEI,POT,0
2008,NSEI,TRW,0
2008,NSEI,JIG/TRL,0
2008,NSEI,GNT,0
2008,NSEI,UNK,0
2008,SSEI,HAL,571105
2008,SSEI,POT,86166
2008,SSEI,TRW,0
2008,SSEI,JIG/TRL,0
2008,SSEI,GNT,0
2008,SSEI,UNK,0
2008,LOWCI,HAL,0
2008,LOWCI,POT,0
2008,LOWCI,TRW,0
2008,LOWCI,JIG/TRL,0
2008,LOWCI,GNT,0
2008,LOWCI,UNK,0
2009,PWS,HAL,216743
2009,PWS,POT,0
2009,PWS,TRW,3240
2009,PWS,JIG/TRL,0
2009,PWS,GNT,0
2009,PWS,UNK,0
2009,NSEI,HAL,1192227
2009,NSEI,POT,0
2009,NSEI,TRW,0
2009,NSEI,JIG/TRL,0
2009,NSEI,GNT,0
2009,NSEI,UNK,0
2009,SSEI,HAL,556883
2009,SSEI,POT,70214
2009,SSEI,TRW,0
2009,SSEI,JIG/TRL,0
2009,SSEI,GNT,0
2009,SSEI,UNK,0
2009,LOWCI,HAL,0
2009,LOWCI,POT,0
2009,LOWCI,TRW,0
2009,LOWCI,JIG/TRL,0
2009,LOWCI,GNT,0
2009,LOWCI,UNK,0
2010,PWS,HAL,209204
2010,PWS,POT,0
2010,PWS,TRW,4008
2010,PWS,JIG/TRL,0
2010,PWS,GNT,0
2010,PWS,UNK,0
2010,NSEI,HAL,1130815
2010,NSEI,POT,0
2010,NSEI,TRW,0
2010,NSEI,JIG/TRL,0
2010,NSEI,GNT,0
2010,NSEI,UNK,0
2010,SSEI,HAL,520379
2010,SSEI,POT,70184
2010,SSEI,TRW,0
2010,SSEI,JIG/TRL,0
2010,SSEI,GNT,0
2010,SSEI,UNK,0
2010,LOWCI,HAL,0
2010,LOWCI,POT,0
2010,LOWCI,TRW,0
2010,LOWCI,JIG/TRL,0
2010,LOWCI,GNT,0
2010,LOWCI,UNK,0
2011,PWS,HAL,196738
2011,PWS,POT,24861
2011,PWS,TRW,2063
2011,PWS,JIG/TRL,0
2011,PWS,GNT,0
2011,PWS,UNK,0
2011,NSEI,HAL,942115
2011,NSEI,POT,0
2011,NSEI,TRW,0
2011,NSEI,JIG/TRL,0
2011,NSEI,GNT,0
2011,NSEI,UNK,0
2011,SSEI,HAL,512320
2011,SSEI,POT,68861
2011,SSEI,TRW,0
2011,SSEI,JIG/TRL,0
2011,SSEI,GNT,0
2011,SSEI,UNK,0
2011,LOWCI,HAL,0
2011,LOWCI,POT,0
2011,LOWCI,TRW,0
2011,LOWCI,JIG/TRL,0
2011,LOWCI,GNT,0
2011,LOWCI,UNK,0
2012,PWS,HAL,179903
2012,PWS,POT,23671
2012,PWS,TRW,1030
2012,PWS,JIG/TRL,0
2012,PWS,GNT,0
2012,PWS,UNK,0
2012,NSEI,HAL,1061382
2012,NSEI,POT,0
2012,NSEI,TRW,0
2012,NSEI,JIG/TRL,0
2012,NSEI,GNT,0
2012,NSEI,UNK,0
2012,SSEI,HAL,486364
2012,SSEI,POT,76147
2012,SSEI,TRW,0
2012,SSEI,JIG/TRL,0
2012,SSEI,GNT,0
2012,SSEI,UNK,0
2012,LOWCI,HAL,0
2012,LOWCI,POT,0
2012,LOWCI,TRW,0
2012,LOWCI,JIG/TRL,0
2012,LOWCI,GNT,0
2012,LOWCI,UNK,0
2013,PWS,HAL,147799
2013,PWS,POT,7559
2013,PWS,TRW,517
2013,PWS,JIG/TRL,0
2013,PWS,GNT,0
2013,PWS,UNK,0
2013,NSEI,HAL,1038608
2013,NSEI,POT,0
2013,NSEI,TRW,0
2013,NSEI,JIG/TRL,0
2013,NSEI,GNT,0
2013,NSEI,UNK,0
2013,SSEI,HAL,459442
2013,SSEI,POT,76340
2013,SSEI,TRW,0
2013,SSEI,JIG/TRL,0
2013,SSEI,GNT,0
2013,SSEI,UNK,0
2013,LOWCI,HAL,0
2013,LOWCI,POT,0
2013,LOWCI,TRW,0
2013,LOWCI,JIG/TRL,0
2013,LOWCI,GNT,0
2013,LOWCI,UNK,0
2014,PWS,HAL,95154
2014,PWS,POT,1430
2014,PWS,TRW,439
2014,PWS,JIG/TRL,7
2014,PWS,GNT,0
2014,PWS,UNK,0
2014,NSEI,HAL,847377
2014,NSEI,POT,0
2014,NSEI,TRW,0
