description,Source,Gear,Mgmt_area,Sex,year,length_bin,n,proportion
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2011,63,47,0.1502
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2011,65,55,0.1757
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2011,67,42,0.1342
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2011,69,34,0.1086
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2011,71,25,0.0799
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2011,73,12,0.0383
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2011,75,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2011,77,3,0.0096
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2011,79,2,0.0064
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2011,81,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2011,83,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2011,85,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2011,87,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2011,89,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2011,91,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2011,93,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2011,95,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2011,97,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2011,99,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2012,41,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2012,43,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2012,45,2,0.0062
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2012,47,2,0.0062
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2012,49,2,0.0062
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2012,51,5,0.0154
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2012,53,9,0.0278
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2012,55,14,0.0432
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2012,57,20,0.0617
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2012,59,32,0.0988
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2012,61,37,0.1142
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2012,63,46,0.142
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2012,65,59,0.1821
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2012,67,35,0.108
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2012,69,18,0.0556
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2012,71,26,0.0802
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2012,73,9,0.0278
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2012,75,4,0.0123
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2012,77,3,0.0093
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2012,79,1,0.0031
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2012,81,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2012,83,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2012,85,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2012,87,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2012,89,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2012,91,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2012,93,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2012,95,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2012,97,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2012,99,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2013,41,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2013,43,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2013,45,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2013,47,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2013,49,1,0.0034
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2013,51,2,0.0068
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2013,53,6,0.0205
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2013,55,16,0.0548
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2013,57,17,0.0582
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2013,59,28,0.0959
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2013,61,43,0.1473
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2013,63,39,0.1336
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2013,65,50,0.1712
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2013,67,37,0.1267
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2013,69,23,0.0788
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2013,71,14,0.0479
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2013,73,8,0.0274
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2013,75,4,0.0137
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2013,77,3,0.0103
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2013,79,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2013,81,1,0.0034
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2013,83,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2013,85,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2013,87,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2013,89,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2013,91,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2013,93,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2013,95,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2013,97,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2013,99,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2014,41,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2014,43,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2014,45,1,0.0035
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2014,47,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2014,49,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2014,51,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2014,53,3,0.0106
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2014,55,10,0.0353
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2014,57,18,0.0636
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2014,59,25,0.0883
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2014,61,32,0.1131
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2014,63,58,0.2049
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2014,65,42,0.1484
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2014,67,38,0.1343
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2014,69,17,0.0601
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2014,71,21,0.0742
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2014,73,9,0.0318
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2014,75,3,0.0106
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2014,77,4,0.0141
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2014,79,1,0.0035
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2014,81,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2014,83,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2014,85,1,0.0035
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2014,87,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2014,89,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2014,91,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2014,93,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2014,95,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2014,97,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2014,99,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2015,41,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2015,43,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2015,45,1,0.0048
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2015,47,1,0.0048
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2015,49,5,0.0242
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2015,51,11,0.0531
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2015,53,5,0.0242
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2015,55,5,0.0242
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2015,57,13,0.0628
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2015,59,20,0.0966
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2015,61,15,0.0725
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2015,63,28,0.1353
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2015,65,30,0.1449
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2015,67,19,0.0918
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2015,69,24,0.1159
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2015,71,14,0.0676
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2015,73,9,0.0435
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2015,75,2,0.0097
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2015,77,1,0.0048
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2015,79,3,0.0145
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2015,81,1,0.0048
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2015,83,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2015,85,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2015,87,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2015,89,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2015,91,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2015,93,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2015,95,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2015,97,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2015,99,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2016,41,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2016,43,1,0.0041
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2016,45,2,0.0082
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2016,47,3,0.0123
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2016,49,9,0.0369
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2016,51,3,0.0123
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2016,53,9,0.0369
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2016,55,14,0.0574
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2016,57,18,0.0738
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2016,59,12,0.0492
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2016,61,26,0.1066
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2016,63,32,0.1311
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2016,65,25,0.1025
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2016,67,29,0.1189
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2016,69,26,0.1066
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2016,71,15,0.0615
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2016,73,13,0.0533
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2016,75,1,0.0041
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2016,77,4,0.0164
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2016,79,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2016,81,1,0.0041
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2016,83,1,0.0041
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2016,85,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2016,87,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2016,89,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2016,91,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2016,93,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2016,95,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2016,97,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2016,99,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2017,41,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2017,43,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2017,45,5,0.0191
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2017,47,2,0.0076
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2017,49,5,0.0191
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2017,51,9,0.0344
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2017,53,14,0.0534
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2017,55,16,0.0611
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2017,57,23,0.0878
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2017,59,13,0.0496
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2017,61,37,0.1412
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2017,63,33,0.126
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2017,65,38,0.145
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2017,67,28,0.1069
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2017,69,18,0.0687
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2017,71,14,0.0534
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2017,73,5,0.0191
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2017,75,1,0.0038
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2017,77,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2017,79,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2017,81,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2017,83,1,0.0038
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2017,85,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2017,87,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2017,89,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2017,91,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2017,93,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2017,95,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2017,97,0,0
lengthcompby_gear_source_area_sex,Survey,Longline,NSEI,Male,2017,99,0,0
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1985,41,1,0.0019
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1985,43,1,0.0019
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1985,45,0,0
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1985,47,2,0.0037
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1985,49,7,0.0131
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1985,51,13,0.0243
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1985,53,16,0.0299
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1985,55,35,0.0653
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1985,57,44,0.0821
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1985,59,63,0.1175
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1985,61,59,0.1101
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1985,63,41,0.0765
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1985,65,38,0.0709
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1985,67,34,0.0634
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1985,69,42,0.0784
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1985,71,29,0.0541
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1985,73,28,0.0522
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1985,75,18,0.0336
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1985,77,13,0.0243
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1985,79,16,0.0299
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1985,81,6,0.0112
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1985,83,8,0.0149
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1985,85,7,0.0131
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1985,87,6,0.0112
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1985,89,4,0.0075
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1985,91,2,0.0037
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1985,93,1,0.0019
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1985,95,0,0
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1985,97,1,0.0019
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1985,99,1,0.0019
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1986,41,5,0.0016
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1986,43,5,0.0016
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1986,45,11,0.0035
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1986,47,13,0.0042
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1986,49,15,0.0048
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1986,51,30,0.0096
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1986,53,44,0.0141
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1986,55,91,0.0292
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1986,57,161,0.0516
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1986,59,269,0.0862
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1986,61,281,0.09
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1986,63,304,0.0974
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1986,65,291,0.0932
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1986,67,284,0.091
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1986,69,284,0.091
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1986,71,267,0.0855
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1986,73,227,0.0727
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1986,75,138,0.0442
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1986,77,130,0.0417
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1986,79,97,0.0311
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1986,81,57,0.0183
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1986,83,35,0.0112
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1986,85,27,0.0087
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1986,87,18,0.0058
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1986,89,11,0.0035
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1986,91,12,0.0038
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1986,93,4,0.0013
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1986,95,5,0.0016
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1986,97,4,0.0013
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1986,99,1,3e-4
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1988,41,0,0
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1988,43,0,0
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1988,45,0,0
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1988,47,1,6e-4
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1988,49,1,6e-4
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1988,51,10,0.0062
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1988,53,10,0.0062
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1988,55,24,0.015
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1988,57,36,0.0224
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1988,59,83,0.0517
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1988,61,114,0.071
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1988,63,184,0.1146
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1988,65,177,0.1103
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1988,67,179,0.1115
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1988,69,174,0.1084
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1988,71,148,0.0922
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1988,73,129,0.0804
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1988,75,84,0.0523
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1988,77,72,0.0449
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1988,79,51,0.0318
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1988,81,40,0.0249
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1988,83,22,0.0137
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1988,85,23,0.0143
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1988,87,9,0.0056
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1988,89,10,0.0062
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1988,91,4,0.0025
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1988,93,7,0.0044
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1988,95,5,0.0031
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1988,97,4,0.0025
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1988,99,4,0.0025
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1989,41,0,0
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1989,43,0,0
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1989,45,0,0
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1989,47,0,0
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1989,49,0,0
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1989,51,1,0.004
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1989,53,1,0.004
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1989,55,4,0.0161
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1989,57,7,0.0282
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1989,59,13,0.0524
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1989,61,24,0.0968
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1989,63,30,0.121
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1989,65,32,0.129
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1989,67,24,0.0968
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1989,69,27,0.1089
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1989,71,20,0.0806
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1989,73,20,0.0806
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1989,75,15,0.0605
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1989,77,3,0.0121
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1989,79,10,0.0403
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1989,81,3,0.0121
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1989,83,4,0.0161
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1989,85,3,0.0121
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1989,87,1,0.004
lengthcompby_gear_source_area,Survey,Longline,NSEI,Sex_combined,1989,89,5,0.0202
