description,Source,Gear,Mgmt_area,Sex,year,age,n,proportion
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2012,15,44,0.0549
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2012,16,26,0.0325
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2012,17,29,0.0362
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2012,18,19,0.0237
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2012,19,14,0.0175
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2012,20,8,0.01
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2012,21,7,0.0087
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2012,22,8,0.01
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2012,23,8,0.01
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2012,24,12,0.015
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2012,25,6,0.0075
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2012,26,10,0.0125
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2012,27,14,0.0175
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2012,28,9,0.0112
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2012,29,11,0.0137
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2012,30,15,0.0187
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2012,31,20,0.025
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2012,32,17,0.0212
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2012,33,18,0.0225
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2012,34,6,0.0075
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2012,35,10,0.0125
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2012,36,20,0.025
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2012,37,8,0.01
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2012,38,8,0.01
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2012,39,4,0.005
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2012,40,2,0.0025
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2012,41,2,0.0025
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2012,42,17,0.0212
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,3,1,0.0012
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,4,22,0.0256
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,5,39,0.0453
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,6,62,0.0721
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,7,53,0.0616
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,8,31,0.036
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,9,40,0.0465
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,10,46,0.0535
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,11,44,0.0512
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,12,51,0.0593
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,13,36,0.0419
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,14,31,0.036
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,15,26,0.0302
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,16,40,0.0465
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,17,31,0.036
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,18,18,0.0209
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,19,18,0.0209
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,20,16,0.0186
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,21,17,0.0198
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,22,14,0.0163
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,23,17,0.0198
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,24,14,0.0163
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,25,5,0.0058
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,26,13,0.0151
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,27,21,0.0244
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,28,13,0.0151
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,29,18,0.0209
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,30,18,0.0209
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,31,18,0.0209
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,32,15,0.0174
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,33,6,0.007
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,34,10,0.0116
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,35,11,0.0128
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,36,8,0.0093
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,37,6,0.007
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,38,7,0.0081
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,39,2,0.0023
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,40,3,0.0035
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,41,1,0.0012
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2013,42,18,0.0209
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,4,7,0.0087
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,5,40,0.0494
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,6,55,0.068
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,7,69,0.0853
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,8,45,0.0556
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,9,35,0.0433
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,10,35,0.0433
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,11,40,0.0494
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,12,41,0.0507
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,13,29,0.0358
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,14,48,0.0593
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,15,26,0.0321
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,16,31,0.0383
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,17,24,0.0297
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,18,22,0.0272
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,19,17,0.021
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,20,10,0.0124
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,21,10,0.0124
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,22,15,0.0185
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,23,8,0.0099
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,24,11,0.0136
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,25,7,0.0087
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,26,15,0.0185
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,27,14,0.0173
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,28,24,0.0297
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,29,16,0.0198
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,30,22,0.0272
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,31,12,0.0148
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,32,14,0.0173
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,33,12,0.0148
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,34,17,0.021
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,35,9,0.0111
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,36,4,0.0049
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,37,6,0.0074
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,38,2,0.0025
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,39,3,0.0037
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,40,2,0.0025
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,41,3,0.0037
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2014,42,9,0.0111
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,3,4,0.0058
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,4,20,0.0289
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,5,41,0.0592
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,6,50,0.0722
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,7,58,0.0837
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,8,49,0.0707
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,9,37,0.0534
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,10,28,0.0404
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,11,20,0.0289
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,12,23,0.0332
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,13,29,0.0418
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,14,16,0.0231
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,15,35,0.0505
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,16,24,0.0346
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,17,31,0.0447
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,18,24,0.0346
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,19,15,0.0216
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,20,23,0.0332
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,21,13,0.0188
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,22,18,0.026
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,23,11,0.0159
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,24,8,0.0115
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,25,10,0.0144
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,26,7,0.0101
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,27,10,0.0144
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,28,11,0.0159
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,29,5,0.0072
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,30,10,0.0144
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,31,12,0.0173
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,32,5,0.0072
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,33,5,0.0072
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,34,7,0.0101
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,35,3,0.0043
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,36,5,0.0072
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,37,4,0.0058
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,38,3,0.0043
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,39,3,0.0043
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,40,2,0.0029
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,41,3,0.0043
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2015,42,11,0.0159
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,2,6,0.0082
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,3,35,0.048
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,4,35,0.048
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,5,51,0.07
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,6,61,0.0837
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,7,37,0.0508
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,8,37,0.0508
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,9,40,0.0549
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,10,26,0.0357
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,11,29,0.0398
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,12,25,0.0343
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,13,16,0.0219
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,14,24,0.0329
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,15,23,0.0316
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,16,27,0.037
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,17,23,0.0316
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,18,29,0.0398
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,19,18,0.0247
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,20,18,0.0247
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,21,16,0.0219
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,22,15,0.0206
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,23,13,0.0178
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,24,8,0.011
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,25,10,0.0137
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,26,5,0.0069
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,27,9,0.0123
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,28,11,0.0151
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,29,4,0.0055
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,30,8,0.011
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,31,8,0.011
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,32,7,0.0096
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,33,10,0.0137
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,34,8,0.011
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,35,3,0.0041
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,36,9,0.0123
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,37,2,0.0027
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,38,5,0.0069
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,39,3,0.0041
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,41,3,0.0041
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2016,42,12,0.0165
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,2,4,0.0052
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,3,8,0.0105
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,4,35,0.0459
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,5,54,0.0709
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,6,45,0.0591
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,7,38,0.0499
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,8,26,0.0341
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,9,38,0.0499
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,10,32,0.042
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,11,31,0.0407
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,12,28,0.0367
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,13,27,0.0354
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,14,21,0.0276
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,15,23,0.0302
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,16,22,0.0289
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,17,28,0.0367
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,18,31,0.0407
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,19,31,0.0407
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,20,30,0.0394
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,21,17,0.0223
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,22,14,0.0184
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,23,16,0.021
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,24,13,0.0171
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,25,12,0.0157
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,26,10,0.0131
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,27,7,0.0092
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,28,11,0.0144
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,29,3,0.0039
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,30,11,0.0144
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,31,10,0.0131
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,32,6,0.0079
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,33,8,0.0105
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,34,8,0.0105
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,35,10,0.0131
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,36,8,0.0105
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,37,6,0.0079
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,38,8,0.0105
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,39,3,0.0039
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,40,7,0.0092
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,41,6,0.0079
agecompby_gear_source_sex,Fishery,Longline,NSEI_SSEI_combined,Male,2017,42,16,0.021
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2001,2,1,0.0023
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2001,3,6,0.0139
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2001,4,21,0.0485
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2001,5,19,0.0439
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2001,6,34,0.0785
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2001,7,47,0.1085
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2001,8,52,0.1201
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2001,9,46,0.1062
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2001,10,34,0.0785
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2001,11,30,0.0693
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2001,12,20,0.0462
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2001,13,17,0.0393
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2001,14,17,0.0393
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2001,15,15,0.0346
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2001,16,2,0.0046
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2001,17,6,0.0139
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2001,18,8,0.0185
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2001,19,5,0.0115
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2001,20,6,0.0139
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2001,21,4,0.0092
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2001,22,4,0.0092
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2001,23,2,0.0046
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2001,24,8,0.0185
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2001,25,4,0.0092
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2001,26,5,0.0115
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2001,27,1,0.0023
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2001,28,2,0.0046
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2001,29,1,0.0023
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2001,30,2,0.0046
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2001,31,2,0.0046
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2001,32,1,0.0023
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2001,34,3,0.0069
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2001,36,1,0.0023
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2001,37,2,0.0046
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2001,38,3,0.0069
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2001,40,1,0.0023
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2001,41,1,0.0023
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2002,2,3,0.0011
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2002,3,14,0.0051
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2002,4,37,0.0134
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2002,5,122,0.0442
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2002,6,221,0.0801
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2002,7,275,0.0996
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2002,8,271,0.0982
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2002,9,250,0.0906
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2002,10,182,0.0659
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2002,11,127,0.046
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2002,12,107,0.0388
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2002,13,114,0.0413
agecompby_gear_source,Fishery,Longline,NSEI_SSEI_combined,Sex_combined,2002,14,52,0.0188
