description,Source,Gear,Mgmt_area,Sex,year,age,n,proportion
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2005,42,38,0.0305
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,3,2,0.0019
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,4,7,0.0065
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,5,35,0.0326
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,6,63,0.0587
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,7,92,0.0857
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,8,133,0.1238
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,9,127,0.1182
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,10,108,0.1006
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,11,84,0.0782
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,12,64,0.0596
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,13,44,0.041
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,14,29,0.027
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,15,19,0.0177
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,16,16,0.0149
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,17,21,0.0196
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,18,11,0.0102
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,19,13,0.0121
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,20,13,0.0121
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,21,18,0.0168
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,22,18,0.0168
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,23,14,0.013
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,24,11,0.0102
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,25,15,0.014
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,26,13,0.0121
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,27,12,0.0112
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,28,8,0.0074
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,29,12,0.0112
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,30,10,0.0093
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,31,11,0.0102
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,32,13,0.0121
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,33,4,0.0037
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,34,9,0.0084
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,35,5,0.0047
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,36,5,0.0047
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,37,3,0.0028
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,38,1,9e-4
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,40,2,0.0019
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,41,1,9e-4
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2006,42,8,0.0074
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,3,1,0.001
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,4,6,0.0061
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,5,23,0.0234
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,6,45,0.0457
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,7,74,0.0752
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,8,63,0.064
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,9,151,0.1535
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,10,88,0.0894
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,11,98,0.0996
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,12,79,0.0803
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,13,32,0.0325
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,14,40,0.0407
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,15,21,0.0213
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,16,13,0.0132
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,17,10,0.0102
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,18,9,0.0091
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,19,15,0.0152
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,20,5,0.0051
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,21,10,0.0102
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,22,9,0.0091
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,23,12,0.0122
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,24,11,0.0112
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,25,12,0.0122
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,26,14,0.0142
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,27,17,0.0173
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,28,14,0.0142
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,29,10,0.0102
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,30,8,0.0081
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,31,13,0.0132
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,32,13,0.0132
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,33,11,0.0112
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,34,5,0.0051
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,35,7,0.0071
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,36,13,0.0132
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,37,5,0.0051
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,38,4,0.0041
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,39,5,0.0051
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,40,1,0.001
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2007,42,17,0.0173
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,3,1,0.001
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,4,5,0.0049
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,5,20,0.0197
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,6,30,0.0296
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,7,65,0.0641
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,8,87,0.0858
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,9,96,0.0947
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,10,124,0.1223
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,11,98,0.0966
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,12,76,0.075
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,13,58,0.0572
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,14,28,0.0276
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,15,24,0.0237
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,16,21,0.0207
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,17,15,0.0148
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,18,16,0.0158
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,19,11,0.0108
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,20,8,0.0079
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,21,10,0.0099
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,22,12,0.0118
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,23,14,0.0138
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,24,14,0.0138
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,25,16,0.0158
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,26,16,0.0158
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,27,12,0.0118
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,28,15,0.0148
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,29,19,0.0187
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,30,13,0.0128
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,31,15,0.0148
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,32,12,0.0118
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,33,15,0.0148
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,34,9,0.0089
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,35,10,0.0099
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,36,5,0.0049
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,37,4,0.0039
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,38,1,0.001
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,39,1,0.001
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,40,1,0.001
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,41,1,0.001
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2008,42,16,0.0158
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2009,5,6,0.0057
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2009,6,24,0.0229
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2009,7,31,0.0296
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2009,8,38,0.0363
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2009,9,40,0.0382
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2009,10,63,0.0602
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2009,11,104,0.0994
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2009,12,86,0.0822
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2009,13,92,0.088
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2009,14,77,0.0736
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2009,15,77,0.0736
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2009,16,49,0.0468
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2009,17,49,0.0468
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2009,18,31,0.0296
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2009,19,26,0.0249
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2009,20,26,0.0249
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2009,21,12,0.0115
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2009,22,15,0.0143
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2009,23,12,0.0115
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2009,24,9,0.0086
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2009,25,11,0.0105
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2009,26,13,0.0124
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2009,27,13,0.0124
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2009,28,15,0.0143
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2009,29,13,0.0124
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2009,30,10,0.0096
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2009,31,6,0.0057
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2009,32,20,0.0191
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2009,33,13,0.0124
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2009,34,9,0.0086
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2009,35,6,0.0057
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2009,36,10,0.0096
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2009,37,5,0.0048
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2009,38,3,0.0029
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2009,39,8,0.0076
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2009,40,2,0.0019
agecompby_gear_source_area_sex,Fishery,Longline,NSEI,Female,2009,42,22,0.021
