description,Gear,Source,Mgmt_area,Sex,year,age,mean_weight,sd_weight,n
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1997,8,3.1,0.8,16
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1997,9,3.8,1,14
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1997,10,3.7,0.7,12
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1997,11,4.2,1.1,10
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1997,12,4.4,0.8,8
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1997,13,4,0.9,10
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1997,14,5.7,0.3,3
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1997,15,5.5,1.4,5
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1997,16,4.4,0.4,5
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1997,17,4.5,0.9,9
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1997,18,4.9,1.2,7
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1997,19,4.8,0.9,6
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1997,20,5.1,0.9,21
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1997,21,5.8,1.4,14
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1997,22,4.9,0.7,12
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1997,23,5.6,1.3,10
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1997,24,5.4,1.7,10
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1997,25,5.1,1.8,5
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1997,26,5.6,2.1,6
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1997,27,4.5,0.6,5
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1997,28,7.9,2.6,6
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1997,29,5.8,1.9,3
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1997,30,7.5,2.5,4
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1997,31,7.7,6.6,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1997,32,9.6,3.2,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1997,33,3.8,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1997,34,7.6,0.5,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1997,36,4.3,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1997,37,6.2,0.9,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1997,41,7.8,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1997,42,6.4,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1997,49,4.4,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1997,51,7.5,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1997,52,8,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1997,54,11.8,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,2,0.9,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,3,1.2,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,4,2.3,0.7,4
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,5,1.9,0.5,9
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,6,1.9,0.7,10
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,7,4,0.9,8
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,8,3.6,1.3,10
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,9,4.1,1.1,15
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,10,4,1.2,9
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,11,3.5,0.5,7
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,12,3.9,0.9,7
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,13,3.5,1.2,8
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,14,4.9,0.7,5
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,15,5,1.1,7
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,16,4.5,1.8,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,17,5,1.1,8
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,18,5.2,1.6,14
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,19,5,2.1,10
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,20,4.2,0.6,4
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,21,5.3,1.2,11
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,22,5,1.5,8
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,23,5.8,1.7,7
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,24,4.5,1.1,7
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,25,4.6,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,26,5.3,0.8,4
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,27,5.7,1,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,28,5.3,0.1,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,30,7.6,1.9,3
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,31,8.8,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,32,6.2,1.7,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,33,8.2,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,34,6.8,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,37,5.7,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,38,12.3,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,40,8.2,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,41,4.4,2.8,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,46,7.5,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,47,7.8,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,48,3.1,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1998,49,4.4,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1999,2,1.1,0.2,9
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1999,3,1.6,0.7,8
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1999,4,2.5,1.2,14
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1999,5,2.6,0.7,12
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1999,6,2.4,0.7,18
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1999,7,2.8,0.7,5
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1999,8,2.8,0.8,11
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1999,9,4,0.5,6
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1999,10,3.4,1.1,3
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1999,11,4.8,0.6,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1999,12,5.2,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1999,13,5,0.7,4
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1999,16,5.8,1.3,3
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1999,17,6,0.9,3
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1999,18,6.1,0.4,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1999,19,5.6,1.7,5
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1999,20,5.1,1.5,3
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1999,21,5,1.7,5
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1999,22,5.5,1.1,4
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1999,23,5.2,1.9,8
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1999,25,9.1,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1999,26,5.8,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1999,28,6.2,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1999,29,6.3,0.9,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1999,31,5.6,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1999,37,10.5,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1999,39,5.5,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,1999,40,8.5,2.1,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2e3,2,1.1,0.1,3
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2e3,3,1.4,0.3,13
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2e3,4,1.6,0.4,17
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2e3,5,2.2,0.7,23
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2e3,6,2.7,0.8,16
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2e3,7,2.8,0.9,25
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2e3,8,3.6,0.9,16
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2e3,9,3.6,0.5,8
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2e3,10,3.4,1,9
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2e3,11,4.5,0.9,8
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2e3,12,4,0.7,5
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2e3,13,4.8,0.9,6
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2e3,14,3.4,0.3,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2e3,15,4.3,1.3,3
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2e3,16,5.6,2.2,4
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2e3,17,5.6,0.5,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2e3,18,5.9,2.7,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2e3,19,5.3,1.5,3
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2e3,20,5.8,0.7,3
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2e3,21,6.3,1.1,8
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2e3,22,5,1.1,6
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2e3,23,5.5,1.5,3
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2e3,24,6.7,1.3,5
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2e3,25,5.9,1.7,4
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2e3,26,6.2,0.9,5
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2e3,27,5.2,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2e3,28,5.7,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2e3,30,5.1,0.7,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2e3,31,7.2,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2e3,35,7.9,0.9,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2e3,38,9.9,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2e3,42,15.7,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2e3,52,10.1,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2001,2,1,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2001,3,1.6,0.6,11
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2001,4,2.1,0.6,9
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2001,5,2,0.7,14
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2001,6,2.6,1.2,15
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2001,7,3,0.9,20
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2001,8,2.9,1.2,5
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2001,9,3.7,0.6,17
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2001,10,3.8,1.1,9
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2001,11,4.3,1.3,9
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2001,12,4.1,1.4,7
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2001,13,4.4,0.7,4
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2001,14,5.8,1.5,4
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2001,15,5.4,1.2,4
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2001,16,5.7,0.7,4
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2001,17,6,1.2,5
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2001,18,6.5,0.5,3
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2001,19,6.9,2.2,7
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2001,20,4.9,1.2,5
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2001,21,5.2,0.7,7
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2001,22,6.9,0.7,3
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2001,23,4.6,2.6,4
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2001,24,5.4,1.8,5
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2001,25,7.1,3.9,3
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2001,26,9.1,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2001,31,6.7,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2001,33,9.6,1.3,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2001,35,6,2.7,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2001,37,8,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2001,42,9.8,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2002,2,1.6,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2002,3,1.7,0.9,3
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2002,4,1.9,0.5,8
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2002,5,2.1,0.8,20
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2002,6,2.2,0.6,28
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2002,7,2.5,0.9,41
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2002,8,3,1.2,19
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2002,9,2.8,0.9,22
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2002,10,3.4,1.6,12
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2002,11,4,1.1,18
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2002,12,3.5,0.7,8
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2002,13,4.5,1.4,7
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2002,14,4.2,0.5,10
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2002,15,3.6,0.4,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2002,16,5.1,1.2,4
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2002,17,7,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2002,18,5.4,0.9,6
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2002,19,5.9,1.6,7
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2002,20,3.6,0.6,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2002,21,7.7,1.3,4
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2002,22,5.8,2.8,8
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2002,23,5.8,1.7,14
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2002,24,6.2,2.5,10
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2002,25,5.6,0.6,9
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2002,26,5.8,1.8,3
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2002,27,6.1,2.9,6
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2002,28,5.4,1.6,5
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2002,29,5.6,1.1,3
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2002,30,5.1,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2002,32,4.3,2.1,3
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2002,34,6.3,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2002,35,8.3,1.6,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2002,37,10.4,1.3,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2002,40,6.2,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2002,41,7.6,4.4,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2002,42,9.2,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2002,43,12.7,6.2,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2002,49,9.2,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2003,5,1.8,0.7,21
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2003,6,2,0.8,14
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2003,7,2.9,1,43
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2003,8,2.8,1,81
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2003,9,3.2,0.9,23
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2003,10,3.2,0.8,44
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2003,11,3.4,0.9,20
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2003,12,4,1.2,16
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2003,13,3.9,1.2,14
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2003,14,5,0.7,6
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2003,15,3.6,1.1,6
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2003,16,4.8,1,5
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2003,17,4.4,1,7
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2003,18,4.7,1.2,4
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2003,19,6.9,0.8,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2003,20,5.6,1.5,8
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2003,21,5.5,1.2,3
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2003,22,7.2,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2003,23,5.8,1.6,3
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2003,24,5.4,0.5,6
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2003,25,5.5,1.6,6
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2003,26,6.4,1.8,11
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2003,27,7.3,2.4,3
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2003,28,5.8,0.8,6
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2003,29,6.2,1.7,8
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2003,30,5.5,0.4,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2003,31,7.4,2.8,6
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2003,32,12.6,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2003,33,5.8,1.2,3
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2003,34,4.9,2.3,3
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2003,35,8.8,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2003,36,6.3,1.1,5
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2003,37,5.4,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2003,40,6.7,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2003,45,8.5,3,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2003,46,7.6,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2003,47,10.6,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2003,50,9.3,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,3,1.4,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,4,2,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,5,1.9,0.6,12
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,6,2.6,1,26
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,7,2.7,1,43
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,8,3.1,1,81
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,9,3.3,0.9,57
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,10,3.3,0.7,42
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,11,3.3,0.6,32
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,12,3.5,1,12
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,13,3.8,0.8,19
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,14,3.7,0.6,4
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,15,4.5,1,6
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,16,3.9,1.4,5
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,17,4.2,1.5,4
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,18,3.9,1.2,3
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,19,4.5,0.2,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,20,5.3,1.6,3
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,21,5.2,0.5,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,23,4.2,1.7,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,24,6.6,3.2,5
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,25,5.5,1.6,3
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,26,8.1,1.5,4
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,27,6.7,2,7
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,28,9.2,2.9,6
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,29,6.6,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,30,6.1,2,3
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,31,10.1,3.2,6
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,32,7.6,1.8,4
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,33,5,0.1,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,34,7.4,3.8,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,35,6.3,1.8,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,36,3.6,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,37,9.9,2.8,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,38,11.1,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,39,6.6,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,40,5.6,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,45,4.3,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2004,46,11.4,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2005,2,1.5,0.2,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2005,3,1.7,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2005,4,2.2,1.1,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2005,5,3.1,0.5,11
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2005,6,3.1,0.7,34
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2005,7,3.3,0.7,66
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2005,8,3.3,0.7,42
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2005,9,3.3,0.7,49
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2005,10,3.6,0.7,47
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,Female,2005,11,3.7,1.1,30
