description,Gear,Source,Mgmt_area,Sex,year,age,mean_weight,sd_weight,n
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,NA,2004,12,2.9,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,NA,2005,26,3.2,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,NA,2006,11,3.8,0.3,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,NA,2008,3,1,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,NA,2014,12,6.5,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,NA,2015,2,1.2,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,NA,2015,3,1.3,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,NA,2015,4,1.4,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,NA,2016,2,1.2,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,NA,2016,9,3.5,1.2,2
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,NA,2016,12,4.6,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,NSEI,NA,2016,15,4.3,0.6,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1988,3,1.1,0.4,4
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1988,4,1.3,0.5,22
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1988,5,1.4,0.4,25
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1988,6,1.7,0.6,22
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1988,7,1.8,0.6,15
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1988,8,2.2,0.8,13
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1988,9,2.3,0.6,6
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1988,10,3.3,1.2,8
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1988,11,3.1,1.5,18
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1988,12,3.2,0.7,13
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1988,13,3.7,1,13
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1988,14,3.7,1.2,8
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1988,15,3.7,1.5,4
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1988,16,4.2,0.8,4
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1988,17,3.7,0.3,3
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1988,18,2.5,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1988,20,5.2,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1988,21,3.9,2.1,3
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1988,22,5.7,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1988,23,6.8,0.1,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1988,24,7.4,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1988,26,3.4,1.2,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1988,27,4.6,1.1,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1988,30,3.8,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1988,33,9.2,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1988,35,6,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1989,2,1.2,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1989,3,2,1.2,5
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1989,4,1.8,0.5,12
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1989,5,2.1,0.5,9
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1989,6,2.4,0.7,10
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1989,7,2.9,1.3,4
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1989,8,2.1,0.8,4
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1989,9,3.1,1.5,3
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1989,10,2.6,0.9,3
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1989,11,4,1,5
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1989,12,3.4,0.6,11
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1989,13,2.2,0.6,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1989,14,3.1,0.6,4
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1989,15,3.7,1.2,4
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1989,16,3.9,0.2,3
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1989,17,3.6,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1989,18,3.5,0.5,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1989,19,4,0.7,4
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1989,21,4.3,1.6,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1989,25,6.4,2.1,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1989,27,9,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1989,29,10.4,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1989,44,6.9,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1990,4,1.4,0.4,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1990,5,0.9,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1990,6,1.2,0.1,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1990,7,2.5,0.6,6
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1990,8,2.1,0.4,7
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1990,9,2.4,0.8,9
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1990,10,2.5,1.2,9
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1990,11,2.4,1,4
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1990,12,3.6,1.1,5
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1990,13,4.4,2,3
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1990,14,3,1.1,5
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1990,15,3,0.9,4
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1990,16,4.4,0.8,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1990,17,4.4,0.4,3
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1990,18,4.7,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1990,20,4.1,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1990,23,6,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1990,25,3.8,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1990,30,8,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1991,3,1.1,0.2,6
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1991,4,1.5,0.3,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1991,6,1.3,0.4,6
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1991,7,2,0.3,8
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1991,8,2,0.4,13
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1991,9,2.3,0.6,8
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1991,10,2.5,0.7,3
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1991,11,2.8,0.7,3
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1991,12,2.8,0.3,3
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1991,13,3.4,1.3,3
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1991,14,4.3,0.9,3
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1991,15,3.6,0.9,4
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1991,16,4.3,2.3,4
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1991,17,2.5,0.6,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1991,18,3.2,1,3
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1991,19,3.3,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1991,34,9.8,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1992,2,0.5,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1992,3,1.2,0.5,6
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1992,4,1.3,0.5,15
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1992,5,1.5,0.6,10
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1992,6,1.6,0.6,8
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1992,7,2.5,0.2,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1992,8,1.8,0.6,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1992,9,2.8,0.5,4
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1992,10,3.1,0.7,6
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1992,11,2.9,0.3,3
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1992,12,3.4,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1992,13,2.5,0.3,3
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1992,14,3.6,1.1,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1992,15,5.3,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1992,16,4.3,1.3,3
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1992,17,3.8,0.6,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1992,18,3,0.5,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1992,20,4.3,0.9,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1992,21,4.6,2,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1992,26,6.5,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1993,3,0.8,0.1,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1993,4,1,0.4,3
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1993,5,1.5,0.4,5
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1993,6,1.6,0.6,11
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1993,7,2.2,0.6,9
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1993,8,1.7,0.8,6
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1993,9,2.5,0.7,8
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1993,10,2.4,0.7,4
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1993,11,4.2,1.2,4
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1993,12,2.8,0.6,3
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1993,14,3.9,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1993,15,5.8,0.5,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1993,16,3.4,1.2,4
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1993,17,3.6,0.9,4
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1993,18,3.4,0.4,4
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1993,19,2.4,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1993,20,3,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1993,21,5.9,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1993,26,6.1,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1993,28,6.8,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1994,2,0.9,0.1,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1994,3,1.2,0.3,7
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1994,4,1.3,0.2,8
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1994,5,1.7,0.5,26
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1994,6,1.8,0.6,29
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1994,7,1.9,0.5,11
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1994,8,2.2,0.5,11
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1994,9,2.6,0.9,8
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1994,10,3,0.8,6
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1994,11,2.8,0.8,7
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1994,12,3.6,1,3
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1994,14,3,0.3,3
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1994,16,4.3,1.1,4
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1994,17,2.8,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1994,18,4.6,0.1,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1994,19,2.7,0.1,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1994,20,2.8,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1994,21,4.5,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1994,22,2.5,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1994,23,3.2,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1995,3,1.5,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1995,4,1.4,0.4,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1995,5,1.6,0.6,8
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1995,6,1.7,0.5,10
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1995,7,2,0.4,20
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1995,8,2.2,0.4,20
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1995,9,2.7,0.4,6
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1995,10,2.7,0.8,5
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1995,11,2.9,0.3,4
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1995,12,3,0.2,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1995,13,3.7,0.8,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1995,14,2.5,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1995,15,3.1,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1995,17,3,0.6,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1995,18,4,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1995,19,3.4,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1995,20,3.1,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1995,21,5.7,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1996,2,0.7,0.1,4
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1996,3,1.1,0.3,7
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1996,4,1,0.1,3
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1996,5,1.3,0.3,4
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1996,6,2.4,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1996,7,2,0.5,9
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1996,8,2.7,0.7,11
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1996,9,2.5,1.1,6
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1996,10,3.3,1.6,5
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1996,11,3,0.6,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1996,13,2.7,0.5,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1996,14,3,0.6,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1996,15,3,0.8,3
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1996,17,3,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1996,19,4.4,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1996,20,3.4,0.4,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1996,39,3.8,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1997,2,0.6,0.2,3
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1997,3,1.1,0.3,9
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1997,4,1.2,0.3,12
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1997,5,1.4,0.7,19
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1997,6,2,0.6,10
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1997,7,2.4,0.8,19
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1997,8,2.7,0.6,23
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1997,9,2.6,1.1,9
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1997,10,2.7,0.3,7
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1997,11,3,0.6,12
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1997,12,2.4,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1997,13,4.5,1.9,3
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1997,14,3.4,0.6,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1997,15,2.2,0.7,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1997,17,3.8,0.5,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1997,18,3.6,0.1,3
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1997,19,6.5,4.5,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1997,20,3.8,1,4
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1997,21,4.1,2,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1997,22,3.9,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1997,24,5.2,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1997,28,3.2,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1997,35,0.6,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1998,3,1.6,0.3,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1998,4,1.4,0.4,17
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1998,5,1.7,0.5,26
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1998,6,1.7,0.5,34
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1998,7,2.4,0.9,11
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1998,8,2.5,0.6,10
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1998,9,3.2,1.7,4
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1998,10,1.9,1.1,3
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1998,11,3,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1998,12,4,0.9,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1998,14,4,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1998,15,6.3,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1998,17,3.7,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1998,18,2.5,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1998,19,5.9,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1998,20,3.7,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1998,21,4.2,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1998,23,4.8,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1998,29,5.8,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1999,2,0.9,0.2,68
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1999,3,1.5,0.4,51
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1999,4,2,0.5,82
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1999,5,2.2,0.5,54
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1999,6,2.3,0.5,27
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1999,7,2.6,0.7,17
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1999,8,2.7,0.9,11
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1999,9,3.5,0.8,7
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1999,10,3.5,0.1,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1999,11,3.4,0.9,4
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1999,12,3.6,0.7,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1999,15,4.3,1.5,3
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1999,17,5.3,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1999,19,9.3,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1999,20,3.2,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1999,21,5.5,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,1999,23,5.4,1.4,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2e3,2,0.9,0.1,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2e3,3,1.3,0.4,17
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2e3,4,1.3,0.3,19
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2e3,5,1.7,0.5,25
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2e3,6,1.9,0.5,32
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2e3,7,2.3,0.6,50
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2e3,8,2.5,0.6,26
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2e3,9,3.1,0.7,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2e3,10,2.5,0.7,8
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2e3,11,3,0.6,3
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2e3,12,4,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2e3,13,3.7,1.2,5
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2e3,14,3.9,1.8,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2e3,18,5.2,2.8,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2e3,20,3.8,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2e3,21,3.2,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2e3,22,5.7,2.9,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2e3,35,6.1,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2001,3,1.4,0.4,4
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2001,4,1.2,0.4,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2001,5,1.3,0.2,10
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2001,6,1.8,0.6,31
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2001,7,2,0.7,15
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2001,8,2.3,0.7,59
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2001,9,2.1,0.6,12
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2001,10,2.9,0.8,18
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2001,11,2.8,1,12
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2001,12,3.6,0.6,7
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2001,13,2.6,0.5,3
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2001,14,3.4,1.4,5
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2001,16,2.8,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2001,18,5.6,0.7,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2001,20,2.5,0.2,2
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2001,22,6.5,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2001,24,4.1,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2001,25,2.7,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2001,26,4.2,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2001,27,9.3,NaN,1
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2002,2,0.9,0.2,9
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2002,3,1.1,0.5,5
weightageby_gear_source_area_year_sex,Longline,Survey,SSEI,Female,2002,4,1.6,0.4,36
